id,order_id,delivery_partner,delivery_status,delivery_distance_km,estimated_minutes,actual_minutes,delivery_charge,pickup_time,delivered_time,created_at,updated_at
12188,48541,Zomato,Delivered,8.98,45,56,19.49,2025-01-14 21:24:00,2025-01-14 22:10:00,2025-01-14 21:14:00,2025-01-14 22:10:00
12189,48542,Zomato,Delivered,4.74,26,30,7.8,2025-01-14 19:08:00,2025-01-14 19:28:00,2025-01-14 18:58:00,2025-01-14 19:28:00
12190,48545,Swiggy,Delivered,11.27,51,63,17.63,2025-01-14 20:07:00,2025-01-14 21:00:00,2025-01-14 19:57:00,2025-01-14 21:00:00
12191,48548,In House,Delivered,7.72,37,40,13.94,2025-01-14 13:27:00,2025-01-14 13:57:00,2025-01-14 13:17:00,2025-01-14 13:57:00
12192,48550,Swiggy,Delivered,1.99,47,51,2.94,2025-01-14 19:28:00,2025-01-14 20:09:00,2025-01-14 19:18:00,2025-01-14 20:09:00
12193,48552,In House,Delivered,1.86,42,51,3.65,2025-01-14 21:04:00,2025-01-14 21:45:00,2025-01-14 20:54:00,2025-01-14 21:45:00
12194,48553,Swiggy,Delivered,9.05,44,49,13.01,2025-01-14 20:03:00,2025-01-14 20:42:00,2025-01-14 19:53:00,2025-01-14 20:42:00
12195,48555,Swiggy,Delivered,3.39,57,59,6.85,2025-01-14 19:13:00,2025-01-14 20:02:00,2025-01-14 19:03:00,2025-01-14 20:02:00
12196,48556,Swiggy,Delivered,4.29,37,49,9.36,2025-01-14 14:20:00,2025-01-14 14:59:00,2025-01-14 14:10:00,2025-01-14 14:59:00
12197,48559,Swiggy,Delivered,9.0,27,40,21.92,2025-01-14 12:59:00,2025-01-14 13:29:00,2025-01-14 12:49:00,2025-01-14 13:29:00
12198,48565,Just Eat,Delivered,4.51,20,32,9.24,2025-01-14 14:09:00,2025-01-14 14:31:00,2025-01-14 13:59:00,2025-01-14 14:31:00
12199,48566,In House,Delivered,5.95,40,43,10.96,2025-01-14 19:10:00,2025-01-14 19:43:00,2025-01-14 19:00:00,2025-01-14 19:43:00
12200,48569,Uber Eats,Delivered,6.98,27,32,14.44,2025-01-14 11:51:00,2025-01-14 12:13:00,2025-01-14 11:41:00,2025-01-14 12:13:00
12201,48572,In House,Delivered,11.03,47,47,18.2,2025-01-14 13:48:00,2025-01-14 14:25:00,2025-01-14 13:38:00,2025-01-14 14:25:00
12202,48579,Swiggy,Delivered,1.01,47,47,1.46,2025-01-14 12:41:00,2025-01-14 13:18:00,2025-01-14 12:31:00,2025-01-14 13:18:00
12203,48581,Swiggy,Delivered,3.15,48,57,7.83,2025-01-14 12:08:00,2025-01-14 12:55:00,2025-01-14 11:58:00,2025-01-14 12:55:00
12204,48583,Zomato,Delivered,7.74,38,50,18.61,2025-01-14 13:34:00,2025-01-14 14:14:00,2025-01-14 13:24:00,2025-01-14 14:14:00
12205,48589,Deliveroo,Delivered,4.1,36,49,10.07,2025-01-14 18:26:00,2025-01-14 19:05:00,2025-01-14 18:16:00,2025-01-14 19:05:00
12206,48592,In House,Delivered,2.29,31,42,5.34,2025-01-14 10:56:00,2025-01-14 11:28:00,2025-01-14 10:46:00,2025-01-14 11:28:00
12207,48594,Deliveroo,Delivered,11.76,35,30,19.05,2025-01-14 15:05:00,2025-01-14 15:25:00,2025-01-14 14:55:00,2025-01-14 15:25:00
12208,48599,Just Eat,Delivered,7.04,23,35,16.28,2025-01-14 11:25:00,2025-01-14 11:50:00,2025-01-14 11:15:00,2025-01-14 11:50:00
12209,48604,Uber Eats,Delivered,2.93,50,65,5.43,2025-01-14 19:51:00,2025-01-14 20:46:00,2025-01-14 19:41:00,2025-01-14 20:46:00
12210,48605,Uber Eats,Delivered,7.53,52,52,10.71,2025-01-14 20:03:00,2025-01-14 20:45:00,2025-01-14 19:53:00,2025-01-14 20:45:00
12211,48606,Uber Eats,Delivered,7.38,28,34,10.55,2025-01-14 19:44:00,2025-01-14 20:08:00,2025-01-14 19:34:00,2025-01-14 20:08:00
12212,48612,Zomato,Delivered,1.04,57,60,2.29,2025-01-14 18:32:00,2025-01-14 19:22:00,2025-01-14 18:22:00,2025-01-14 19:22:00
12213,48614,Zomato,Delivered,7.99,36,46,15.46,2025-01-14 20:09:00,2025-01-14 20:45:00,2025-01-14 19:59:00,2025-01-14 20:45:00
12214,48615,Just Eat,Delivered,1.55,30,40,3.6,2025-01-14 20:36:00,2025-01-14 21:06:00,2025-01-14 20:26:00,2025-01-14 21:06:00
12215,48617,Uber Eats,Delivered,2.44,57,52,3.46,2025-01-14 12:56:00,2025-01-14 13:38:00,2025-01-14 12:46:00,2025-01-14 13:38:00
12216,48618,Just Eat,Delivered,1.25,30,30,2.28,2025-01-14 15:08:00,2025-01-14 15:28:00,2025-01-14 14:58:00,2025-01-14 15:28:00
12217,48624,Just Eat,Delivered,11.17,28,34,25.57,2025-01-14 12:17:00,2025-01-14 12:41:00,2025-01-14 12:07:00,2025-01-14 12:41:00
12218,48626,Zomato,Delivered,11.73,56,67,27.8,2025-01-14 15:01:00,2025-01-14 15:58:00,2025-01-14 14:51:00,2025-01-14 15:58:00
12219,48627,Zomato,Delivered,4.66,59,62,11.22,2025-01-14 21:06:00,2025-01-14 21:58:00,2025-01-14 20:56:00,2025-01-14 21:58:00
12220,48631,Zomato,Delivered,5.74,22,24,8.22,2025-01-14 14:44:00,2025-01-14 14:58:00,2025-01-14 14:34:00,2025-01-14 14:58:00
12221,48633,Deliveroo,Delivered,4.3,55,50,9.94,2025-01-14 11:10:00,2025-01-14 11:50:00,2025-01-14 11:00:00,2025-01-14 11:50:00
12222,48634,Just Eat,Delivered,6.21,22,17,9.33,2025-01-14 12:36:00,2025-01-14 12:43:00,2025-01-14 12:26:00,2025-01-14 12:43:00
12223,48637,Deliveroo,Delivered,2.15,26,32,2.72,2025-01-14 18:17:00,2025-01-14 18:39:00,2025-01-14 18:07:00,2025-01-14 18:39:00
12224,48638,Just Eat,Delivered,6.96,29,33,11.8,2025-01-14 21:41:00,2025-01-14 22:04:00,2025-01-14 21:31:00,2025-01-14 22:04:00
12225,48641,Just Eat,Delivered,6.61,55,68,11.1,2025-01-14 20:55:00,2025-01-14 21:53:00,2025-01-14 20:45:00,2025-01-14 21:53:00
12226,48642,Swiggy,Delivered,2.78,23,35,4.52,2025-01-14 21:25:00,2025-01-14 21:50:00,2025-01-14 21:15:00,2025-01-14 21:50:00
12227,48647,Just Eat,Delivered,1.93,31,30,3.94,2025-01-14 18:55:00,2025-01-14 19:15:00,2025-01-14 18:45:00,2025-01-14 19:15:00
12228,48649,Just Eat,Delivered,5.58,44,40,6.85,2025-01-14 14:43:00,2025-01-14 15:13:00,2025-01-14 14:33:00,2025-01-14 15:13:00
12229,48650,Uber Eats,Delivered,7.42,49,53,14.48,2025-01-14 14:02:00,2025-01-14 14:45:00,2025-01-14 13:52:00,2025-01-14 14:45:00
12230,48651,Just Eat,Delivered,2.13,48,46,3.59,2025-01-14 19:57:00,2025-01-14 20:33:00,2025-01-14 19:47:00,2025-01-14 20:33:00
12231,48657,Just Eat,Delivered,10.88,35,42,17.24,2025-01-14 19:50:00,2025-01-14 20:22:00,2025-01-14 19:40:00,2025-01-14 20:22:00
12232,48662,Swiggy,Delivered,8.93,35,45,12.18,2025-01-14 20:37:00,2025-01-14 21:12:00,2025-01-14 20:27:00,2025-01-14 21:12:00
12233,48667,Just Eat,Delivered,7.75,21,19,10.77,2025-01-14 09:38:00,2025-01-14 09:47:00,2025-01-14 09:28:00,2025-01-14 09:47:00
12234,48673,Zomato,Delivered,7.33,52,55,13.76,2025-01-14 20:25:00,2025-01-14 21:10:00,2025-01-14 20:15:00,2025-01-14 21:10:00
12235,48678,In House,Delivered,3.96,34,33,9.83,2025-01-14 21:32:00,2025-01-14 21:55:00,2025-01-14 21:22:00,2025-01-14 21:55:00
12236,48683,Uber Eats,Delivered,8.56,54,62,17.27,2025-01-14 12:50:00,2025-01-14 13:42:00,2025-01-14 12:40:00,2025-01-14 13:42:00
12237,48692,Swiggy,Delivered,4.69,31,44,9.83,2025-01-14 12:26:00,2025-01-14 13:00:00,2025-01-14 12:16:00,2025-01-14 13:00:00
12238,48694,Uber Eats,Delivered,8.4,58,63,18.85,2025-01-14 18:29:00,2025-01-14 19:22:00,2025-01-14 18:19:00,2025-01-14 19:22:00
12239,48706,In House,Delivered,9.66,39,48,20.02,2025-01-14 20:09:00,2025-01-14 20:47:00,2025-01-14 19:59:00,2025-01-14 20:47:00
12240,48712,Just Eat,Delivered,6.46,22,31,16.02,2025-01-14 19:22:00,2025-01-14 19:43:00,2025-01-14 19:12:00,2025-01-14 19:43:00
12241,48715,Zomato,Delivered,9.93,23,25,16.65,2025-01-14 11:46:00,2025-01-14 12:01:00,2025-01-14 11:36:00,2025-01-14 12:01:00
12242,48718,Uber Eats,Delivered,5.42,34,40,10.9,2025-01-14 12:41:00,2025-01-14 13:11:00,2025-01-14 12:31:00,2025-01-14 13:11:00
12243,48720,Uber Eats,Delivered,7.88,50,50,11.53,2025-01-14 21:50:00,2025-01-14 22:30:00,2025-01-14 21:40:00,2025-01-14 22:30:00
12244,48729,Just Eat,Delivered,11.53,60,57,19.42,2025-01-14 10:22:00,2025-01-14 11:09:00,2025-01-14 10:12:00,2025-01-14 11:09:00
12245,48732,Deliveroo,Delivered,11.59,54,69,28.77,2025-01-14 19:02:00,2025-01-14 20:01:00,2025-01-14 18:52:00,2025-01-14 20:01:00
12246,48735,Zomato,Delivered,3.72,27,42,5.78,2025-01-14 14:02:00,2025-01-14 14:34:00,2025-01-14 13:52:00,2025-01-14 14:34:00
12247,48736,Swiggy,Delivered,6.96,23,30,9.35,2025-01-14 18:39:00,2025-01-14 18:59:00,2025-01-14 18:29:00,2025-01-14 18:59:00
12248,48738,In House,Delivered,4.34,27,25,9.97,2025-01-14 14:38:00,2025-01-14 14:53:00,2025-01-14 14:28:00,2025-01-14 14:53:00
12249,48741,Just Eat,Delivered,6.74,52,66,15.15,2025-01-14 12:51:00,2025-01-14 13:47:00,2025-01-14 12:41:00,2025-01-14 13:47:00
12250,48746,In House,Delivered,3.82,27,41,5.32,2025-01-14 10:09:00,2025-01-14 10:40:00,2025-01-14 09:59:00,2025-01-14 10:40:00
12251,48747,Zomato,Delivered,5.25,57,62,7.1,2025-01-14 19:46:00,2025-01-14 20:38:00,2025-01-14 19:36:00,2025-01-14 20:38:00
12252,48756,Uber Eats,Delivered,3.56,44,52,5.69,2025-01-14 15:02:00,2025-01-14 15:44:00,2025-01-14 14:52:00,2025-01-14 15:44:00
12253,48757,Swiggy,Delivered,4.06,25,26,9.04,2025-01-14 09:24:00,2025-01-14 09:40:00,2025-01-14 09:14:00,2025-01-14 09:40:00
12254,48759,Uber Eats,Delivered,1.26,20,17,2.44,2025-01-14 20:38:00,2025-01-14 20:45:00,2025-01-14 20:28:00,2025-01-14 20:45:00
12255,48760,Zomato,Delivered,10.8,26,21,25.56,2025-01-14 13:29:00,2025-01-14 13:40:00,2025-01-14 13:19:00,2025-01-14 13:40:00
12256,48775,Zomato,Delivered,7.11,31,34,16.28,2025-01-14 13:19:00,2025-01-14 13:43:00,2025-01-14 13:09:00,2025-01-14 13:43:00
12257,48781,Just Eat,Delivered,2.75,42,45,6.75,2025-01-14 19:28:00,2025-01-14 20:03:00,2025-01-14 19:18:00,2025-01-14 20:03:00
12258,48782,Just Eat,Delivered,10.05,40,37,20.76,2025-01-14 19:22:00,2025-01-14 19:49:00,2025-01-14 19:12:00,2025-01-14 19:49:00
12259,48783,Deliveroo,Delivered,7.88,52,50,16.03,2025-01-14 13:51:00,2025-01-14 14:31:00,2025-01-14 13:41:00,2025-01-14 14:31:00
12260,48784,Deliveroo,Delivered,6.51,41,46,8.36,2025-01-14 12:23:00,2025-01-14 12:59:00,2025-01-14 12:13:00,2025-01-14 12:59:00
12261,48786,Deliveroo,Delivered,7.58,42,46,17.69,2025-01-14 18:17:00,2025-01-14 18:53:00,2025-01-14 18:07:00,2025-01-14 18:53:00
12262,48788,Swiggy,Delivered,7.37,22,37,17.45,2025-01-14 21:33:00,2025-01-14 22:00:00,2025-01-14 21:23:00,2025-01-14 22:00:00
12263,48789,Zomato,Delivered,5.04,36,48,12.31,2025-01-14 14:06:00,2025-01-14 14:44:00,2025-01-14 13:56:00,2025-01-14 14:44:00
12264,48790,Just Eat,Delivered,1.31,38,52,2.04,2025-01-14 22:03:00,2025-01-14 22:45:00,2025-01-14 21:53:00,2025-01-14 22:45:00
12265,48792,Deliveroo,Delivered,1.51,24,20,3.69,2025-01-14 14:26:00,2025-01-14 14:36:00,2025-01-14 14:16:00,2025-01-14 14:36:00
12266,48796,Just Eat,Delivered,7.45,45,59,14.18,2025-01-14 15:03:00,2025-01-14 15:52:00,2025-01-14 14:53:00,2025-01-14 15:52:00
12267,48800,Zomato,Delivered,6.89,33,34,16.64,2025-01-14 10:26:00,2025-01-14 10:50:00,2025-01-14 10:16:00,2025-01-14 10:50:00
12268,48801,Zomato,Delivered,1.94,50,63,4.75,2025-01-14 20:49:00,2025-01-14 21:42:00,2025-01-14 20:39:00,2025-01-14 21:42:00
12269,48802,In House,Delivered,5.28,44,48,6.45,2025-01-14 13:55:00,2025-01-14 14:33:00,2025-01-14 13:45:00,2025-01-14 14:33:00
12270,48806,Swiggy,Delivered,3.61,23,32,5.96,2025-01-14 12:07:00,2025-01-14 12:29:00,2025-01-14 11:57:00,2025-01-14 12:29:00
12271,48809,Deliveroo,Delivered,7.2,56,69,8.89,2025-01-14 18:13:00,2025-01-14 19:12:00,2025-01-14 18:03:00,2025-01-14 19:12:00
12272,48811,Deliveroo,Delivered,4.06,53,51,5.19,2025-01-14 20:53:00,2025-01-14 21:34:00,2025-01-14 20:43:00,2025-01-14 21:34:00
12273,48819,Deliveroo,Delivered,2.21,56,54,3.92,2025-01-14 20:26:00,2025-01-14 21:10:00,2025-01-14 20:16:00,2025-01-14 21:10:00
12274,48826,Uber Eats,Delivered,5.06,21,26,10.05,2025-01-14 14:52:00,2025-01-14 15:08:00,2025-01-14 14:42:00,2025-01-14 15:08:00
12275,48834,Swiggy,Delivered,6.94,41,42,14.86,2025-01-14 12:44:00,2025-01-14 13:16:00,2025-01-14 12:34:00,2025-01-14 13:16:00
12276,48837,Zomato,Delivered,7.37,42,48,15.67,2025-01-14 18:46:00,2025-01-14 19:24:00,2025-01-14 18:36:00,2025-01-14 19:24:00
12277,48843,In House,Delivered,7.53,25,36,12.6,2025-01-14 14:37:00,2025-01-14 15:03:00,2025-01-14 14:27:00,2025-01-14 15:03:00
12278,48858,Zomato,Delivered,5.78,41,44,13.58,2025-01-14 11:29:00,2025-01-14 12:03:00,2025-01-14 11:19:00,2025-01-14 12:03:00
12279,48867,Zomato,Delivered,3.81,49,60,5.1,2025-01-14 18:34:00,2025-01-14 19:24:00,2025-01-14 18:24:00,2025-01-14 19:24:00
12280,48871,In House,Delivered,9.46,46,57,18.1,2025-01-14 18:35:00,2025-01-14 19:22:00,2025-01-14 18:25:00,2025-01-14 19:22:00
12281,48876,In House,Delivered,2.37,50,65,5.69,2025-01-14 20:34:00,2025-01-14 21:29:00,2025-01-14 20:24:00,2025-01-14 21:29:00
12282,48877,Zomato,Delivered,9.16,44,59,18.99,2025-01-14 13:03:00,2025-01-14 13:52:00,2025-01-14 12:53:00,2025-01-14 13:52:00
12283,48878,Zomato,Delivered,1.65,58,67,2.07,2025-01-14 09:57:00,2025-01-14 10:54:00,2025-01-14 09:47:00,2025-01-14 10:54:00
12284,48889,In House,Delivered,1.25,60,71,1.7,2025-01-14 10:13:00,2025-01-14 11:14:00,2025-01-14 10:03:00,2025-01-14 11:14:00
12285,48893,Just Eat,Delivered,5.66,35,35,9.2,2025-01-14 10:59:00,2025-01-14 11:24:00,2025-01-14 10:49:00,2025-01-14 11:24:00
12286,48913,Just Eat,Delivered,6.99,25,40,15.12,2025-01-14 19:42:00,2025-01-14 20:12:00,2025-01-14 19:32:00,2025-01-14 20:12:00
12287,48914,Uber Eats,Delivered,8.15,30,39,14.69,2025-01-14 09:20:00,2025-01-14 09:49:00,2025-01-14 09:10:00,2025-01-14 09:49:00
12288,48919,Just Eat,Delivered,10.71,26,38,13.26,2025-01-14 13:52:00,2025-01-14 14:20:00,2025-01-14 13:42:00,2025-01-14 14:20:00
12289,48921,Deliveroo,Delivered,10.46,39,38,16.13,2025-01-14 13:34:00,2025-01-14 14:02:00,2025-01-14 13:24:00,2025-01-14 14:02:00
12290,48922,In House,Delivered,5.78,21,17,8.84,2025-01-14 19:43:00,2025-01-14 19:50:00,2025-01-14 19:33:00,2025-01-14 19:50:00
12291,48925,Deliveroo,Delivered,11.37,42,56,20.2,2025-01-14 18:18:00,2025-01-14 19:04:00,2025-01-14 18:08:00,2025-01-14 19:04:00
12292,48927,Swiggy,Delivered,4.47,25,25,7.33,2025-01-14 13:53:00,2025-01-14 14:08:00,2025-01-14 13:43:00,2025-01-14 14:08:00
12293,48928,Deliveroo,Delivered,10.62,54,58,23.75,2025-01-14 20:43:00,2025-01-14 21:31:00,2025-01-14 20:33:00,2025-01-14 21:31:00
12294,48930,Uber Eats,Delivered,7.25,42,39,14.31,2025-01-14 14:14:00,2025-01-14 14:43:00,2025-01-14 14:04:00,2025-01-14 14:43:00
12295,48937,Uber Eats,Delivered,3.8,59,54,9.35,2025-01-14 12:48:00,2025-01-14 13:32:00,2025-01-14 12:38:00,2025-01-14 13:32:00
12296,48941,Just Eat,Delivered,11.85,36,31,24.89,2025-01-14 12:16:00,2025-01-14 12:37:00,2025-01-14 12:06:00,2025-01-14 12:37:00
12297,48942,Swiggy,Delivered,11.53,41,45,27.79,2025-01-14 12:11:00,2025-01-14 12:46:00,2025-01-14 12:01:00,2025-01-14 12:46:00
12298,48949,In House,Delivered,4.42,56,64,6.28,2025-01-14 19:30:00,2025-01-14 20:24:00,2025-01-14 19:20:00,2025-01-14 20:24:00
12299,48950,Zomato,Delivered,11.16,29,27,19.5,2025-01-14 18:10:00,2025-01-14 18:27:00,2025-01-14 18:00:00,2025-01-14 18:27:00
12300,48952,In House,Delivered,7.07,59,68,15.99,2025-01-14 18:38:00,2025-01-14 19:36:00,2025-01-14 18:28:00,2025-01-14 19:36:00
12301,48964,Deliveroo,Delivered,3.39,57,53,6.08,2025-01-14 13:53:00,2025-01-14 14:36:00,2025-01-14 13:43:00,2025-01-14 14:36:00
12302,48973,Zomato,Delivered,5.29,45,55,8.8,2025-01-14 11:49:00,2025-01-14 12:34:00,2025-01-14 11:39:00,2025-01-14 12:34:00
12303,48974,Zomato,Delivered,10.32,39,39,12.57,2025-01-14 14:22:00,2025-01-14 14:51:00,2025-01-14 14:12:00,2025-01-14 14:51:00
12304,48979,Deliveroo,Delivered,2.14,40,50,4.21,2025-01-14 13:50:00,2025-01-14 14:30:00,2025-01-14 13:40:00,2025-01-14 14:30:00
12305,48980,Zomato,Delivered,1.1,42,54,1.41,2025-01-14 12:13:00,2025-01-14 12:57:00,2025-01-14 12:03:00,2025-01-14 12:57:00
12306,48984,Zomato,Delivered,4.05,23,33,7.16,2025-01-14 19:29:00,2025-01-14 19:52:00,2025-01-14 19:19:00,2025-01-14 19:52:00
12307,48985,Just Eat,Delivered,5.79,40,36,12.03,2025-01-14 12:44:00,2025-01-14 13:10:00,2025-01-14 12:34:00,2025-01-14 13:10:00
12308,48990,Just Eat,Delivered,5.64,52,48,13.18,2025-01-14 14:27:00,2025-01-14 15:05:00,2025-01-14 14:17:00,2025-01-14 15:05:00
12309,48998,Deliveroo,Delivered,2.53,29,38,3.43,2025-01-14 21:01:00,2025-01-14 21:29:00,2025-01-14 20:51:00,2025-01-14 21:29:00
12310,49001,Swiggy,Delivered,5.57,33,47,11.36,2025-01-14 22:08:00,2025-01-14 22:45:00,2025-01-14 21:58:00,2025-01-14 22:45:00
12311,49019,In House,Delivered,2.98,46,41,3.9,2025-01-14 10:54:00,2025-01-14 11:25:00,2025-01-14 10:44:00,2025-01-14 11:25:00
12312,49032,Just Eat,Delivered,11.54,31,39,19.0,2025-01-14 20:48:00,2025-01-14 21:17:00,2025-01-14 20:38:00,2025-01-14 21:17:00
12313,49033,Deliveroo,Delivered,1.74,33,32,3.88,2025-01-14 12:59:00,2025-01-14 13:21:00,2025-01-14 12:49:00,2025-01-14 13:21:00
12314,49036,Zomato,Delivered,2.08,41,56,4.64,2025-01-14 19:40:00,2025-01-14 20:26:00,2025-01-14 19:30:00,2025-01-14 20:26:00
12315,49037,Just Eat,Delivered,10.08,20,17,20.9,2025-01-14 19:32:00,2025-01-14 19:39:00,2025-01-14 19:22:00,2025-01-14 19:39:00
12316,49038,Zomato,Delivered,2.41,32,47,5.32,2025-01-14 21:49:00,2025-01-14 22:26:00,2025-01-14 21:39:00,2025-01-14 22:26:00
12317,49044,In House,Delivered,8.08,23,19,11.44,2025-01-14 21:48:00,2025-01-14 21:57:00,2025-01-14 21:38:00,2025-01-14 21:57:00
12318,49047,Swiggy,Delivered,3.45,37,44,6.25,2025-01-14 19:14:00,2025-01-14 19:48:00,2025-01-14 19:04:00,2025-01-14 19:48:00
12319,49048,In House,Delivered,1.19,49,47,2.27,2025-01-14 19:42:00,2025-01-14 20:19:00,2025-01-14 19:32:00,2025-01-14 20:19:00
12320,49057,Uber Eats,Delivered,9.76,34,36,13.15,2025-01-14 13:12:00,2025-01-14 13:38:00,2025-01-14 13:02:00,2025-01-14 13:38:00
12321,49060,Deliveroo,Delivered,4.74,38,49,7.04,2025-01-14 18:57:00,2025-01-14 19:36:00,2025-01-14 18:47:00,2025-01-14 19:36:00
12322,49064,In House,Delivered,2.95,55,64,4.84,2025-01-14 13:03:00,2025-01-14 13:57:00,2025-01-14 12:53:00,2025-01-14 13:57:00
12323,49071,Zomato,Delivered,2.17,52,55,4.14,2025-01-14 12:43:00,2025-01-14 13:28:00,2025-01-14 12:33:00,2025-01-14 13:28:00
12324,49073,Swiggy,Delivered,3.62,38,51,5.05,2025-01-14 13:12:00,2025-01-14 13:53:00,2025-01-14 13:02:00,2025-01-14 13:53:00
12325,49081,Just Eat,Delivered,2.65,57,65,4.05,2025-01-14 19:32:00,2025-01-14 20:27:00,2025-01-14 19:22:00,2025-01-14 20:27:00
12326,49082,In House,Delivered,6.13,24,31,10.42,2025-01-14 20:58:00,2025-01-14 21:19:00,2025-01-14 20:48:00,2025-01-14 21:19:00
12327,49083,Zomato,Delivered,7.73,23,24,19.27,2025-01-14 19:13:00,2025-01-14 19:27:00,2025-01-14 19:03:00,2025-01-14 19:27:00
12328,49087,Uber Eats,Delivered,2.06,55,66,2.6,2025-01-14 19:22:00,2025-01-14 20:18:00,2025-01-14 19:12:00,2025-01-14 20:18:00
12329,49088,Swiggy,Delivered,2.05,29,26,4.68,2025-01-14 13:39:00,2025-01-14 13:55:00,2025-01-14 13:29:00,2025-01-14 13:55:00
12330,49093,Swiggy,Delivered,4.7,36,33,11.12,2025-01-14 14:42:00,2025-01-14 15:05:00,2025-01-14 14:32:00,2025-01-14 15:05:00
12331,49095,In House,Delivered,2.1,26,38,4.01,2025-01-14 12:19:00,2025-01-14 12:47:00,2025-01-14 12:09:00,2025-01-14 12:47:00
12332,49096,Just Eat,Delivered,3.15,20,35,4.1,2025-01-14 12:10:00,2025-01-14 12:35:00,2025-01-14 12:00:00,2025-01-14 12:35:00
12333,49098,In House,Delivered,8.85,57,61,13.68,2025-01-14 14:12:00,2025-01-14 15:03:00,2025-01-14 14:02:00,2025-01-14 15:03:00
12334,49100,Deliveroo,Delivered,8.8,60,66,20.66,2025-01-14 20:20:00,2025-01-14 21:16:00,2025-01-14 20:10:00,2025-01-14 21:16:00
12335,49107,Zomato,Delivered,9.11,57,64,12.71,2025-01-14 19:34:00,2025-01-14 20:28:00,2025-01-14 19:24:00,2025-01-14 20:28:00
12336,49109,In House,Delivered,5.52,26,24,10.11,2025-01-14 12:57:00,2025-01-14 13:11:00,2025-01-14 12:47:00,2025-01-14 13:11:00
12337,49110,In House,Delivered,2.5,34,38,6.17,2025-01-14 19:47:00,2025-01-14 20:15:00,2025-01-14 19:37:00,2025-01-14 20:15:00
12338,49113,Deliveroo,Delivered,11.69,37,35,23.63,2025-01-14 18:13:00,2025-01-14 18:38:00,2025-01-14 18:03:00,2025-01-14 18:38:00
12339,49117,Zomato,Delivered,4.75,42,56,10.15,2025-01-14 10:12:00,2025-01-14 10:58:00,2025-01-14 10:02:00,2025-01-14 10:58:00
12340,49127,Zomato,Delivered,3.29,20,16,7.95,2025-01-14 14:27:00,2025-01-14 14:33:00,2025-01-14 14:17:00,2025-01-14 14:33:00
12341,49131,Deliveroo,Delivered,4.22,31,30,6.33,2025-01-14 14:41:00,2025-01-14 15:01:00,2025-01-14 14:31:00,2025-01-14 15:01:00
12342,49141,Zomato,Delivered,2.01,44,48,3.01,2025-01-14 19:50:00,2025-01-14 20:28:00,2025-01-14 19:40:00,2025-01-14 20:28:00
12343,49146,Just Eat,Delivered,8.28,32,38,19.8,2025-01-14 20:14:00,2025-01-14 20:42:00,2025-01-14 20:04:00,2025-01-14 20:42:00
12344,49154,Uber Eats,Delivered,7.85,48,63,17.01,2025-01-14 12:47:00,2025-01-14 13:40:00,2025-01-14 12:37:00,2025-01-14 13:40:00
12345,49159,Just Eat,Delivered,1.73,40,39,4.23,2025-01-14 13:37:00,2025-01-14 14:06:00,2025-01-14 13:27:00,2025-01-14 14:06:00
12346,49170,Just Eat,Delivered,2.78,20,34,6.7,2025-01-14 14:06:00,2025-01-14 14:30:00,2025-01-14 13:56:00,2025-01-14 14:30:00
12347,49178,Deliveroo,Delivered,3.34,23,31,7.53,2025-01-14 18:23:00,2025-01-14 18:44:00,2025-01-14 18:13:00,2025-01-14 18:44:00
12348,49179,In House,Delivered,7.94,28,24,16.08,2025-01-14 18:46:00,2025-01-14 19:00:00,2025-01-14 18:36:00,2025-01-14 19:00:00
12349,49190,In House,Delivered,8.68,27,24,16.04,2025-01-14 20:04:00,2025-01-14 20:18:00,2025-01-14 19:54:00,2025-01-14 20:18:00
12350,49192,Uber Eats,Delivered,10.49,35,32,13.13,2025-01-14 21:00:00,2025-01-14 21:22:00,2025-01-14 20:50:00,2025-01-14 21:22:00
12351,49208,Swiggy,Delivered,7.74,27,22,18.9,2025-01-14 21:59:00,2025-01-14 22:11:00,2025-01-14 21:49:00,2025-01-14 22:11:00
12352,49219,Uber Eats,Delivered,5.32,23,28,7.67,2025-01-14 12:50:00,2025-01-14 13:08:00,2025-01-14 12:40:00,2025-01-14 13:08:00
12353,49225,Just Eat,Delivered,4.42,41,48,10.47,2025-01-14 10:04:00,2025-01-14 10:42:00,2025-01-14 09:54:00,2025-01-14 10:42:00
12354,49231,Just Eat,Delivered,9.92,42,39,12.17,2025-01-14 20:07:00,2025-01-14 20:36:00,2025-01-14 19:57:00,2025-01-14 20:36:00
12355,49244,In House,Delivered,10.26,42,43,18.61,2025-01-14 20:10:00,2025-01-14 20:43:00,2025-01-14 20:00:00,2025-01-14 20:43:00
12356,49248,Just Eat,Delivered,3.0,49,60,4.5,2025-01-14 13:08:00,2025-01-14 13:58:00,2025-01-14 12:58:00,2025-01-14 13:58:00
12357,49252,Zomato,Delivered,10.96,58,53,15.52,2025-01-14 19:47:00,2025-01-14 20:30:00,2025-01-14 19:37:00,2025-01-14 20:30:00
12358,49253,Uber Eats,Delivered,3.0,37,48,5.72,2025-01-14 20:03:00,2025-01-14 20:41:00,2025-01-14 19:53:00,2025-01-14 20:41:00
12359,49256,In House,Delivered,6.41,46,60,14.5,2025-01-14 21:22:00,2025-01-14 22:12:00,2025-01-14 21:12:00,2025-01-14 22:12:00
