id,restaurant_id,supplier_name,category,email,phone,city,rating,status,created_at,updated_at
316,27,Scott-Scott,Meat,michaelcox@ayers.info,+1-702-823-9027x049,Adkinsstad,3.9,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
317,27,Lewis Group,Cleaning,fodom@gray.org,665.605.2183,Salazarhaven,4.4,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
318,27,"York, Ward and Taylor",Vegetables,timothygutierrez@perkins-franklin.com,(977)339-0782,North Kathleenside,4.8,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
319,28,Owens-Moore,Bakery,antonioblackwell@jones-mann.info,660-524-2223x01632,Holthaven,4.0,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
320,28,Ward-Dominguez,Seafood,ylynch@soto-miller.com,+1-847-578-4426x985,Tonyaborough,4.2,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
321,28,Stewart-Bates,Vegetables,ronaldharris@torres.com,+1-710-601-6525x9121,West Williammouth,4.4,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
322,28,"Garcia, Reed and Mccormick",Meat,gregoryjennifer@coleman-sullivan.info,+1-683-714-6978x1931,South Jimmy,4.5,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
323,28,Davis-Proctor,Dairy,dylan14@johnson.com,001-293-643-9531,Jonesview,4.1,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
324,28,"Diaz, Farmer and Hanson",Meat,barreraandrew@evans.info,+1-639-769-8150x598,North Williammouth,4.6,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
325,28,"Goodwin, Kane and Hoover",Cleaning,hblair@martin.com,796.540.9746x74351,West Gary,3.7,Active,2026-06-18 12:13:38.027180,2026-06-18 12:13:38.027180
326,28,"Friedman, Alvarado and Welch",Vegetables,jacksonraymond@hunter.com,327-394-9756x949,Savageport,4.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
327,28,Wagner Inc,Packaging,vincentscott@phillips.info,776.924.6762,South Derek,3.7,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
328,28,Clark-Cabrera,Packaging,gabriel70@carroll.org,7629053531,Rogerberg,4.1,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
329,28,"Woods, Pena and Alexander",Packaging,andrewwheeler@johnson.info,001-306-459-8564x002,Morrisonside,3.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
330,28,"Carpenter, Perkins and Long",Beverages,randymorales@wilkerson-richards.com,(962)950-7979x891,North Jennifer,3.7,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
331,28,Jones-Jones,Beverages,raymond83@horton.com,335.841.2366x8763,Patriciaburgh,4.2,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
332,28,Mercado Ltd,Packaging,samuel33@griffin.org,324.629.9952x01936,East Josephtown,4.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
333,28,Payne Group,Cleaning,jenniferlopez@mccarthy-walker.com,4939464474,East Justinland,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
334,29,"Harmon, Matthews and Hernandez",Seafood,griffithdebbie@sherman.org,+1-707-371-9027x585,West Doris,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
335,29,Pierce-Wilson,Seafood,zhall@wright.com,732-249-1431x14461,Kathleenbury,4.2,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
336,29,Mcmahon Group,Meat,cory81@ward.com,305-479-8286x067,New Theresaberg,3.5,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
337,29,Bowen Group,Cleaning,jesse40@barnett.info,001-395-456-6937x24292,Lake Brian,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
338,29,Pruitt LLC,Beverages,whitakerangela@montgomery.com,+1-872-770-9677x8598,Amandabury,3.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
339,29,"Moran, Blackwell and Taylor",Seafood,karen59@brown.org,576-643-2392,Port Kyleview,3.5,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
340,29,Jackson LLC,Vegetables,vickiepalmer@james.info,583-889-7953,South Philipton,3.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
341,29,"Coleman, Carlson and Trujillo",Beverages,odavidson@lynch.com,255.823.2800,Stevensfort,4.2,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
342,29,"Smith, Johnson and Moreno",Vegetables,elloyd@gross.com,413.468.6461x872,Mahoneyshire,4.3,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
343,29,"Jackson, Lang and Miller",Bakery,lovesarah@barnett.org,(645)243-5432x4587,New Josephfort,4.1,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
344,29,"Price, Garrett and Long",Bakery,pallison@gray-tucker.com,+1-295-889-3331,South Franciscoburgh,4.2,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
345,29,Hooper Group,Meat,samanthacrawford@johnson.com,882.316.5619x44117,North Lisaburgh,4.1,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
346,29,Wilson-Brown,Cleaning,hebertanthony@russell-bowen.com,001-809-833-5561,Danielberg,4.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
347,30,Rodriguez Ltd,Packaging,brooksalison@park.com,+1-280-497-7491x646,East Robertmouth,4.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
348,30,Hawkins Inc,Seafood,umata@reid-booth.com,(978)951-1585,Tylerchester,3.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
349,30,"Mccormick, Martinez and Sanchez",Seafood,kmurphy@hinton.com,001-996-337-2189x4409,Port Heather,4.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
350,30,Warren PLC,Cleaning,mhess@howard-ortiz.org,5744195928,Gregorychester,4.3,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
351,30,Herman-Johnson,Vegetables,david96@fernandez.com,943.410.6518x9419,New Mario,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
352,30,Sanders-Oneal,Seafood,fhowell@rodriguez.com,+1-945-246-5733,Melissaburgh,4.7,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
353,30,Larsen-Thomas,Dairy,derrickmarsh@huff-mendez.com,(496)456-4041,North Drewfort,4.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
354,30,"Yang, Osborne and Campbell",Packaging,kylesmith@williams-martinez.com,(216)604-2851x405,Warnerburgh,4.7,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
355,31,"Shelton, Rose and Bridges",Meat,rgill@hall.com,755.968.3725x8405,Johnsonmouth,4.7,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
356,31,Rodriguez LLC,Dairy,simslinda@cooke-brown.com,(449)857-1006x29442,Port Selena,4.4,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
357,31,Harrison-Schmidt,Cleaning,peter66@juarez-jackson.com,+1-447-438-3220x1452,South Martinchester,5.0,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
358,31,Christian Inc,Dairy,maryzamora@hartman.net,884-770-4429x1284,Conleystad,3.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
359,31,Oconnor-Olsen,Vegetables,clarkmark@padilla-edwards.org,001-676-287-1676x955,East Donald,4.3,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
360,31,Smith PLC,Beverages,john33@medina-johnson.com,001-654-656-5434x281,Emilyshire,4.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
361,31,Martin-Gates,Vegetables,portermichael@davis.com,806.709.6303,Whiteberg,4.4,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
362,31,Simpson-Torres,Bakery,kevinramirez@evans-edwards.com,546.767.9054x974,East Wendy,4.1,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
363,31,Scott-Mitchell,Meat,mcdowelleric@silva.com,9026991617,Valeriemouth,4.0,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
364,31,Hampton-Booth,Cleaning,martha25@jones.biz,822-927-2061x7861,East Wendy,4.4,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
365,32,Gross Ltd,Dairy,ishields@dunn.info,452-810-5541x353,Jeffersonfort,4.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
366,32,Huffman-Charles,Bakery,oprice@hoffman.com,(423)426-9108x312,Port Felicia,4.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
367,32,"Newman, Ferguson and Robinson",Beverages,diana58@simpson-bradley.org,(664)758-2803x55546,Susanfurt,4.1,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
368,32,Elliott LLC,Packaging,taylorcurtis@farrell.net,001-230-332-4048x8704,Port David,4.3,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
369,32,Jones-Woods,Beverages,gregory70@solis.com,(741)337-2069,Jasmineshire,4.4,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
370,32,Hansen PLC,Beverages,wcox@sanchez.biz,451-423-9995x59685,Guerrafort,3.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
371,32,"Martin, Martin and Perez",Vegetables,heatherlopez@wilson-gordon.com,+1-545-672-6117,New Williamchester,3.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
372,32,Callahan-Gallagher,Meat,tristanferguson@schneider.info,001-913-731-8828x89262,East Kennethland,4.5,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
373,32,Aguirre-Garcia,Beverages,huffchristopher@williams.com,(544)278-6298,West Carolineview,4.7,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
374,32,Carpenter-Elliott,Dairy,cthomas@miller.com,(362)242-8300x3253,South Christopher,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
375,32,Arias PLC,Packaging,joemacdonald@peters.com,001-714-378-3763x42719,Chadberg,4.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
376,33,"Lawson, Richardson and Reyes",Bakery,longjames@norris.biz,874.507.0396x14151,North Patriciaton,4.2,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
377,33,Wood Ltd,Cleaning,mackenzie12@ward-leon.info,597-265-5639,Lake Nathanshire,4.0,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
378,33,"Foster, Martin and Lopez",Dairy,jerryrosales@tran.org,(936)766-9336x1526,Bellport,3.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
379,33,"Diaz, Thomas and Russell",Vegetables,stephaniehansen@lyons.com,(237)277-3857,Jameshaven,4.8,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
380,33,"Newman, Boyd and Harris",Bakery,marktravis@hobbs-hill.org,(543)793-2247x018,Port Stephanie,3.7,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
381,33,"Schneider, Williams and Turner",Meat,kaitlynholmes@wolfe.com,280.683.2181x18842,Lake Jillmouth,4.0,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
382,33,Snyder-Quinn,Vegetables,elizabeth02@smith-evans.com,(817)396-1930x048,Reyesshire,4.0,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
383,33,Harris Ltd,Cleaning,fpratt@williams.com,001-899-952-6137,West Donnaberg,4.1,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
384,33,"Buchanan, Gonzales and Thornton",Packaging,wendythompson@jones.org,+1-786-289-4921x763,Port Angelafort,4.0,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
385,34,Jones and Sons,Seafood,nancydaniels@shepherd-murphy.net,443-626-0360x3205,West Angela,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
386,34,Nguyen Group,Meat,jeffreypayne@leonard.com,+1-219-394-8241,Port Michael,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
387,34,"Rice, Rodriguez and Ramos",Packaging,amiller@serrano-mosley.org,(244)709-4489x3062,Anthonyhaven,4.1,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
388,34,"Cross, Murphy and Howe",Cleaning,chloe31@stevens-rivas.com,244-309-9474,North Brandonbury,4.3,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
389,34,Barber and Sons,Beverages,elizabeth74@novak.com,+1-877-406-5988,Port Josephstad,4.5,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
390,34,"Wagner, Johnson and Patterson",Vegetables,pshaffer@wilson-jackson.com,771.591.5775,Moorechester,4.2,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
391,34,Harris and Sons,Packaging,nicholas32@heath.com,323.394.1406,Catherinefurt,4.2,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
392,34,Browning Group,Meat,michael70@stevens.com,705-377-1517,East Gina,4.9,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
393,34,Miller LLC,Beverages,marcsanchez@taylor.com,+1-819-945-8640x77394,West Kellyfort,4.0,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
394,34,Vazquez-West,Bakery,courtney27@young-norman.com,(720)926-1763,Knightton,3.6,Active,2026-06-18 12:13:38.042489,2026-06-18 12:13:38.042489
395,34,Fox Group,Beverages,qgriffin@johnson-little.com,578.533.8316x0236,West Patricia,3.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
396,34,Coleman-Poole,Beverages,andrewturner@jones-sullivan.com,+1-380-626-1138x4632,North Jamie,4.6,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
397,35,Singleton and Sons,Bakery,timothy36@baker.com,(951)689-7084x04058,Lake Michelle,4.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
398,35,"Sherman, Paul and Weaver",Dairy,oburnett@avila.com,613.338.7151,Martinfurt,3.6,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
399,35,Brown Inc,Cleaning,jamesfrench@jackson-brown.com,+1-834-481-5477,Bushmouth,3.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
400,35,Williams-Barnes,Beverages,inguyen@andrews.com,4584347483,Port Jamieburgh,4.2,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
401,35,Martin LLC,Seafood,matachristopher@robertson-robinson.biz,224.757.3579x2198,Greenberg,4.2,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
402,35,"Williams, Bruce and Lin",Vegetables,jamesrosales@simmons.org,+1-866-921-3544x3114,Ryanstad,4.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
403,35,"Martin, Mason and Henson",Bakery,lmiller@horne.com,2853507147,Claytontown,4.6,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
404,35,Williams Inc,Seafood,jeremycaldwell@aguirre.net,(206)839-2781,West Jesseberg,3.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
405,35,"Morales, Meyer and Rogers",Cleaning,aaronedwards@velasquez-edwards.com,001-538-783-2388x8356,North Danielle,4.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
406,35,Gibbs Ltd,Packaging,joseph91@garrison.com,242-788-3401x2413,Bartlettville,4.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
407,35,Brown LLC,Dairy,justin38@owens.com,+1-933-345-6332x1004,New Rebecca,4.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
408,35,"Evans, Smith and Bell",Meat,dmorris@nguyen-obrien.com,+1-821-359-2140x6689,Lake Ashley,4.1,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
409,36,Anderson and Sons,Bakery,theresa76@ramos.com,278.952.2468,New Laura,4.1,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
410,36,West-Mayer,Seafood,mariesmith@frazier.biz,883-552-8181,West Elizabeth,3.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
411,36,"Lowery, Cain and Skinner",Meat,michaelgarcia@wolfe-davis.biz,977-984-2757,Meganshire,4.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
412,36,Buckley and Sons,Bakery,schavez@dixon.org,001-718-312-6517,Randyview,4.3,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
413,36,Hopkins-Murphy,Bakery,david19@johnson.com,(954)611-6441,Fredville,4.1,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
414,36,"Hodges, Osborn and Juarez",Cleaning,kellymills@walters-singh.com,001-921-264-6268x52040,Bradshawfort,4.6,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
415,36,Brown Inc,Bakery,qmoses@rodriguez.net,6777856406,North Destiny,4.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
416,36,Harris-Jenkins,Vegetables,justin01@allen.net,398-967-8159x35087,Parksland,3.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
417,36,"Vincent, Walker and Mayer",Bakery,joshua39@baldwin-cole.biz,9962427925,Moralesstad,4.3,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
418,36,Schultz LLC,Cleaning,stephanie98@nelson.info,+1-518-297-8866x31404,North Josephtown,3.6,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
419,36,Foster and Sons,Vegetables,zpayne@spence.org,(577)431-0703,West Karenton,3.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
420,36,Hill Ltd,Beverages,lanesteven@howard.net,(800)587-7367x6342,New Jose,4.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
421,37,Adkins and Sons,Meat,dedwards@roman.com,306-326-8130x8742,Johnborough,3.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
422,37,Fischer Group,Meat,owilson@daniels.com,(295)522-6037x556,Morrisville,3.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
423,37,"Torres, Wright and Kelly",Bakery,daniel33@stewart.biz,001-610-208-3537,New Sherrifurt,4.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
424,37,Hughes-Moore,Dairy,perryandrew@small.net,828.795.1087x8817,Garciafort,5.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
425,37,"Reed, Hicks and Malone",Packaging,harriskathleen@davies.info,3775882553,Brownburgh,3.5,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
426,37,Rocha and Sons,Bakery,mariamoore@foster.com,001-869-291-5950,North Walterchester,4.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
427,37,Baldwin-Harding,Cleaning,jacqueline05@mercado.com,422-705-6826,Mcintoshland,3.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
428,37,Barton and Sons,Meat,ramirezadam@schmidt.info,(926)204-7532,Port Sarah,4.2,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
429,37,Anderson-Miller,Packaging,barberkara@washington.com,(722)395-3546x72453,South Carolville,4.5,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
430,37,"Bentley, Johnson and Johnson",Packaging,carriecook@roberson.org,+1-350-688-8378,East Johnhaven,3.6,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
431,37,Weiss Inc,Dairy,austinmoore@reid.com,780.583.3428x550,North Jasontown,3.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
432,37,Sullivan PLC,Vegetables,ana47@cox.org,873-209-2335x5058,Michaelmouth,4.5,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
433,37,"Cook, Diaz and Cunningham",Meat,ichavez@green.info,503.715.0328,Lambfurt,4.4,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
434,38,Ryan-Cuevas,Dairy,batesdaniel@middleton-bean.com,001-309-712-7407x292,South Samantha,4.2,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
435,38,"Mclaughlin, White and Gardner",Meat,ramseybradley@sanchez-perry.info,521-947-4411x726,North Justin,4.1,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
436,38,Stone Group,Cleaning,robertgonzalez@lozano.com,974-307-6228,Erikmouth,4.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
437,38,"Rojas, Dixon and Perez",Cleaning,hannah67@patton.com,+1-924-335-4810x60608,New Andrewfort,4.2,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
438,38,"Douglas, Anderson and Harmon",Cleaning,jeffrey65@caldwell.com,828-351-0928x190,Wilkinsmouth,3.5,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
439,38,Brown Ltd,Meat,johnbailey@evans.net,4768862194,Sherrymouth,4.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
440,38,Conley-Owens,Dairy,aguirrejoseph@chambers.com,729.355.4293,Lake Karenville,4.1,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
441,38,"Hudson, Terry and Jones",Packaging,mary36@hicks.org,+1-554-501-5620x898,North Jennifer,3.5,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
442,39,"Garcia, Duke and Rhodes",Cleaning,qsmith@williams.com,221-701-3361,New Joshuaburgh,4.3,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
443,39,Jordan-Hall,Meat,dianewarner@chavez.com,(851)931-6155x64691,Lake Stevenfurt,4.1,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
444,39,Martin PLC,Packaging,ronaldtrujillo@jackson-swanson.com,(688)921-7568,Port Kelsey,5.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
445,39,"Freeman, Ortega and Mendoza",Meat,salazargreg@espinoza.org,001-981-970-4545,Leeshire,4.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
446,39,Martin PLC,Seafood,edwardwilson@wheeler.com,774.230.7261x6962,South Melissaberg,4.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
447,39,Howard Inc,Bakery,iconley@sherman.com,6518678368,Port Jeffreyfurt,3.6,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
448,39,Sanders-Chavez,Vegetables,qlara@owens.net,+1-752-906-4942x76691,Port Loriland,4.4,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
449,39,"Grant, Rodriguez and Carroll",Bakery,qlowe@garcia-guerrero.com,953.918.4795x999,Rollinsshire,5.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
450,39,Sanders Inc,Vegetables,jonathan25@mendoza-lopez.biz,2147786009,Daviston,4.7,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
451,39,Ingram-Beasley,Bakery,richard53@fuller-jenkins.com,7904856764,New Heatherland,3.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
452,39,"Bolton, Martinez and Durham",Vegetables,nicholsoncaleb@dominguez.com,001-434-955-3168x97387,East Stacy,3.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
453,39,Moore and Sons,Seafood,kimberlystafford@farmer.com,5305925234,Stephensside,3.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
454,39,Young-Farrell,Seafood,loriclark@gonzalez.com,5474416964,Samuelside,4.4,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
455,39,Mosley PLC,Seafood,trevor52@moreno.com,407-822-0915x10639,South Jennifer,4.2,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
456,39,Phillips and Sons,Packaging,cassandrabrown@rice.com,344.872.4922x58023,Lake Anthony,5.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
457,40,Beard PLC,Packaging,staceygonzalez@henderson-ramirez.org,001-665-670-9301x67399,Josephview,4.1,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
458,40,Williams PLC,Bakery,kathleen83@carroll.biz,(969)931-2866,South Jackbury,4.9,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
459,40,Macias-Williams,Seafood,bwarren@martin.com,9789807638,Davidberg,4.0,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
460,40,Scott-White,Meat,cheyenne25@sweeney.biz,855-772-4432,Gainesview,4.8,Active,2026-06-18 12:13:38.058631,2026-06-18 12:13:38.058631
461,40,Taylor PLC,Cleaning,madeline14@ware.com,+1-717-686-5702x306,Martinhaven,4.8,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
462,40,Wise-Robinson,Packaging,allenchristopher@schultz.com,001-990-444-5777x559,East Brianburgh,4.1,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
463,40,Palmer LLC,Dairy,sharris@austin.org,(941)429-8148x964,Greenestad,5.0,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
464,40,"Elliott, Miller and Patterson",Packaging,janet14@taylor.info,735-360-3242x28101,Mezaton,5.0,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
465,40,Mccullough Ltd,Packaging,michael35@fernandez-goodman.net,(663)418-7095,New Erinmouth,3.8,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
466,40,Wright-Brown,Beverages,rogersricky@weber.info,(744)914-8040,North Joel,5.0,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
467,40,"Carey, Wallace and Ashley",Packaging,gevans@smith.com,(268)903-1477x71435,Cameronmouth,4.3,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
468,40,Serrano Ltd,Packaging,mwhite@wilson.com,001-516-501-0608x463,Williemouth,4.9,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
469,41,Gomez Inc,Vegetables,donaldbrown@bruce.net,001-786-873-2046,Kevinchester,4.5,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
470,41,"Montoya, Robles and Wright",Seafood,martinpaul@watkins.com,219-753-9058x627,Port Frank,3.8,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
471,41,"Erickson, Rodriguez and Padilla",Dairy,burchjoe@hernandez.com,+1-670-648-4401x643,East Jennifer,3.7,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
472,41,Mckenzie PLC,Bakery,wardsean@harris.com,(858)475-8777x5470,Juliemouth,4.0,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
473,41,Williams Inc,Bakery,kflores@smith.com,985.497.5773x50908,Petersonshire,3.7,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
474,41,Heath Group,Beverages,jayala@harris.com,+1-526-852-0934x04094,Fernandezburgh,3.7,Active,2026-06-18 12:13:38.074421,2026-06-18 12:13:38.074421
