id,restaurant_id,cashup_id,deposit_date,bank_name,account_number,deposit_amount,reference_number,status,created_at,updated_at
1033,9,1033,2025-01-17,Barclays,****6424,19258.83,DEP00001033,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1034,10,1034,2025-01-17,NatWest,****7705,16662.15,DEP00001034,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1035,11,1035,2025-01-17,HDFC Bank,****5612,17123.5,DEP00001035,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1036,12,1036,2025-01-17,Barclays,****1813,15811.94,DEP00001036,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1037,13,1037,2025-01-17,Axis Bank,****3516,17492.97,DEP00001037,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1038,14,1038,2025-01-17,HSBC,****8005,16932.84,DEP00001038,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1039,15,1039,2025-01-17,Axis Bank,****4271,18863.23,DEP00001039,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1040,16,1040,2025-01-17,NatWest,****3798,15961.9,DEP00001040,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1041,17,1041,2025-01-17,Barclays,****8758,17168.38,DEP00001041,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1042,18,1042,2025-01-17,HDFC Bank,****7512,20939.47,DEP00001042,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1043,19,1043,2025-01-17,HDFC Bank,****2493,17709.66,DEP00001043,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1044,20,1044,2025-01-17,SBI,****4029,19269.44,DEP00001044,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1045,21,1045,2025-01-17,SBI,****7052,18157.86,DEP00001045,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1046,22,1046,2025-01-17,HSBC,****5313,14024.69,DEP00001046,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1047,23,1047,2025-01-17,HDFC Bank,****4706,14550.45,DEP00001047,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1048,24,1048,2025-01-17,HSBC,****3476,15506.64,DEP00001048,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1049,25,1049,2025-01-17,Barclays,****2404,15829.66,DEP00001049,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1050,26,1050,2025-01-17,SBI,****4727,17113.2,DEP00001050,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1051,27,1051,2025-01-17,SBI,****9561,16388.33,DEP00001051,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1052,28,1052,2025-01-17,Axis Bank,****4860,16904.08,DEP00001052,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1053,29,1053,2025-01-17,Barclays,****7468,15118.8,DEP00001053,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1054,30,1054,2025-01-17,HSBC,****9226,15201.06,DEP00001054,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1055,31,1055,2025-01-17,Lloyds,****2970,16700.07,DEP00001055,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1056,32,1056,2025-01-17,Axis Bank,****3832,16707.77,DEP00001056,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1057,33,1057,2025-01-17,Lloyds,****4471,15824.52,DEP00001057,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1058,34,1058,2025-01-17,Lloyds,****1699,16428.88,DEP00001058,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1059,35,1059,2025-01-17,SBI,****4308,15200.12,DEP00001059,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1060,36,1060,2025-01-17,Lloyds,****5225,17627.82,DEP00001060,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1061,37,1061,2025-01-17,Barclays,****2425,17696.6,DEP00001061,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1062,38,1062,2025-01-17,SBI,****6343,17511.35,DEP00001062,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1063,39,1063,2025-01-17,Axis Bank,****1202,15830.21,DEP00001063,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1064,40,1064,2025-01-17,SBI,****2843,17597.1,DEP00001064,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1065,41,1065,2025-01-17,Lloyds,****2641,18478.42,DEP00001065,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1066,42,1066,2025-01-17,Barclays,****5687,16907.55,DEP00001066,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1067,43,1067,2025-01-17,ICICI Bank,****7732,16567.01,DEP00001067,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1068,44,1068,2025-01-17,Axis Bank,****8750,16390.29,DEP00001068,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1069,45,1069,2025-01-17,HDFC Bank,****7602,15986.96,DEP00001069,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1070,46,1070,2025-01-17,SBI,****1635,18377.18,DEP00001070,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1071,47,1071,2025-01-17,ICICI Bank,****4892,16185.1,DEP00001071,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1072,48,1072,2025-01-17,Axis Bank,****5400,14420.91,DEP00001072,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1073,49,1073,2025-01-17,HSBC,****6535,16377.53,DEP00001073,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1074,50,1074,2025-01-17,HDFC Bank,****6094,17394.19,DEP00001074,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1075,51,1075,2025-01-17,Axis Bank,****2609,15298.51,DEP00001075,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1076,52,1076,2025-01-17,NatWest,****3201,17786.99,DEP00001076,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1077,53,1077,2025-01-17,Axis Bank,****6257,16886.91,DEP00001077,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1078,54,1078,2025-01-17,SBI,****2462,17949.71,DEP00001078,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1079,55,1079,2025-01-17,NatWest,****7671,15180.34,DEP00001079,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1080,56,1080,2025-01-17,ICICI Bank,****1920,15970.76,DEP00001080,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1081,57,1081,2025-01-17,Lloyds,****2075,14892.22,DEP00001081,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1082,58,1082,2025-01-17,SBI,****3222,16337.85,DEP00001082,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1083,59,1083,2025-01-17,HSBC,****3846,17589.42,DEP00001083,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1084,60,1084,2025-01-17,NatWest,****1944,16922.48,DEP00001084,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1085,61,1085,2025-01-17,Axis Bank,****1828,18833.26,DEP00001085,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1086,62,1086,2025-01-17,NatWest,****5488,17614.71,DEP00001086,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1087,63,1087,2025-01-17,Axis Bank,****9275,16797.21,DEP00001087,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1088,64,1088,2025-01-17,Barclays,****1500,15277.06,DEP00001088,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1089,1,1089,2025-01-18,Axis Bank,****8308,19240.71,DEP00001089,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1090,2,1090,2025-01-18,Axis Bank,****6730,17158.0,DEP00001090,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1091,3,1091,2025-01-18,HDFC Bank,****2480,17521.48,DEP00001091,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1092,4,1092,2025-01-18,SBI,****1813,18797.04,DEP00001092,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1093,5,1093,2025-01-18,NatWest,****4626,17722.67,DEP00001093,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1094,6,1094,2025-01-18,NatWest,****5408,16445.22,DEP00001094,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1095,7,1095,2025-01-18,HSBC,****1145,16029.84,DEP00001095,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1096,8,1096,2025-01-18,Lloyds,****3837,17229.79,DEP00001096,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1097,9,1097,2025-01-18,HSBC,****4666,19254.39,DEP00001097,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1098,10,1098,2025-01-18,HDFC Bank,****5511,16661.69,DEP00001098,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1099,11,1099,2025-01-18,SBI,****6713,17126.23,DEP00001099,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1100,12,1100,2025-01-18,NatWest,****8646,15810.32,DEP00001100,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1101,13,1101,2025-01-18,SBI,****2676,17493.88,DEP00001101,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1102,14,1102,2025-01-18,ICICI Bank,****5631,16933.32,DEP00001102,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1103,15,1103,2025-01-18,Barclays,****8892,18861.13,DEP00001103,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1104,16,1104,2025-01-18,HDFC Bank,****6327,15962.23,DEP00001104,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1105,17,1105,2025-01-18,HDFC Bank,****5895,17166.15,DEP00001105,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1106,18,1106,2025-01-18,NatWest,****1930,20946.03,DEP00001106,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1107,19,1107,2025-01-18,SBI,****6236,17706.32,DEP00001107,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1108,20,1108,2025-01-18,HSBC,****9148,19269.05,DEP00001108,Deposited,2026-06-18 13:27:28.953395,2026-06-18 13:27:28.953395
1109,21,1109,2025-01-18,HDFC Bank,****7857,18151.6,DEP00001109,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1110,22,1110,2025-01-18,HSBC,****4111,14022.51,DEP00001110,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1111,23,1111,2025-01-18,NatWest,****9759,14551.42,DEP00001111,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1112,24,1112,2025-01-18,Axis Bank,****6873,15508.63,DEP00001112,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1113,25,1113,2025-01-18,Lloyds,****3967,15832.11,DEP00001113,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1114,26,1114,2025-01-18,Axis Bank,****3096,17116.94,DEP00001114,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1115,27,1115,2025-01-18,Lloyds,****6499,16386.46,DEP00001115,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1116,28,1116,2025-01-18,NatWest,****6820,16901.73,DEP00001116,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1117,29,1117,2025-01-18,HDFC Bank,****7889,15121.33,DEP00001117,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1118,30,1118,2025-01-18,ICICI Bank,****7089,15202.21,DEP00001118,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1119,31,1119,2025-01-18,HDFC Bank,****8598,16703.17,DEP00001119,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1120,32,1120,2025-01-18,Axis Bank,****1879,16708.75,DEP00001120,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1121,33,1121,2025-01-18,Barclays,****8736,15825.35,DEP00001121,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1122,34,1122,2025-01-18,Barclays,****7253,16428.07,DEP00001122,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1123,35,1123,2025-01-18,SBI,****1885,15199.05,DEP00001123,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1124,36,1124,2025-01-18,Lloyds,****3250,17629.08,DEP00001124,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1125,37,1125,2025-01-18,ICICI Bank,****7704,17689.88,DEP00001125,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1126,38,1126,2025-01-18,Axis Bank,****3346,17505.36,DEP00001126,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1127,39,1127,2025-01-18,Lloyds,****2324,15835.62,DEP00001127,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1128,40,1128,2025-01-18,Lloyds,****6134,17600.09,DEP00001128,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1129,41,1129,2025-01-18,HSBC,****8406,18476.22,DEP00001129,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1130,42,1130,2025-01-18,Lloyds,****3595,16914.06,DEP00001130,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1131,43,1131,2025-01-18,Barclays,****3120,16570.78,DEP00001131,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1132,44,1132,2025-01-18,SBI,****7609,16386.79,DEP00001132,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1133,45,1133,2025-01-18,Axis Bank,****7280,15983.04,DEP00001133,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1134,46,1134,2025-01-18,NatWest,****7112,18378.57,DEP00001134,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1135,47,1135,2025-01-18,ICICI Bank,****9700,16179.56,DEP00001135,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1136,48,1136,2025-01-18,HSBC,****5076,14419.49,DEP00001136,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1137,49,1137,2025-01-18,ICICI Bank,****6113,16384.24,DEP00001137,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1138,50,1138,2025-01-18,SBI,****9246,17401.07,DEP00001138,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1139,51,1139,2025-01-18,Lloyds,****2069,15295.42,DEP00001139,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1140,52,1140,2025-01-18,HDFC Bank,****5764,17788.47,DEP00001140,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1141,53,1141,2025-01-18,ICICI Bank,****8105,16885.35,DEP00001141,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1142,54,1142,2025-01-18,Lloyds,****6615,17943.52,DEP00001142,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1143,55,1143,2025-01-18,Axis Bank,****6885,15172.26,DEP00001143,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1144,56,1144,2025-01-18,Lloyds,****7609,15970.67,DEP00001144,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1145,57,1145,2025-01-18,NatWest,****3149,14897.18,DEP00001145,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1146,58,1146,2025-01-18,HSBC,****9267,16338.85,DEP00001146,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1147,59,1147,2025-01-18,ICICI Bank,****1612,17595.54,DEP00001147,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1148,60,1148,2025-01-18,HDFC Bank,****9761,16920.66,DEP00001148,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1149,61,1149,2025-01-18,HSBC,****2771,18829.52,DEP00001149,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1150,62,1150,2025-01-18,HSBC,****1790,17617.35,DEP00001150,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1151,63,1151,2025-01-18,SBI,****8279,16793.99,DEP00001151,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1152,64,1152,2025-01-18,HDFC Bank,****8772,15277.23,DEP00001152,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1153,1,1153,2025-01-19,NatWest,****1152,19236.11,DEP00001153,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1154,2,1154,2025-01-19,Barclays,****9524,17156.77,DEP00001154,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1155,3,1155,2025-01-19,Lloyds,****7862,17522.22,DEP00001155,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1156,4,1156,2025-01-19,Barclays,****9381,18791.58,DEP00001156,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1157,5,1157,2025-01-19,Barclays,****5631,17717.11,DEP00001157,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1158,6,1158,2025-01-19,Barclays,****9154,16450.55,DEP00001158,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1159,7,1159,2025-01-19,NatWest,****5308,16034.37,DEP00001159,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1160,8,1160,2025-01-19,NatWest,****6864,17226.22,DEP00001160,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1161,9,1161,2025-01-19,HDFC Bank,****3627,19253.37,DEP00001161,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1162,10,1162,2025-01-19,Axis Bank,****4402,16663.82,DEP00001162,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1163,11,1163,2025-01-19,Axis Bank,****6416,17123.59,DEP00001163,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1164,12,1164,2025-01-19,HSBC,****2458,15812.56,DEP00001164,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1165,13,1165,2025-01-19,Axis Bank,****3443,17487.83,DEP00001165,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1166,14,1166,2025-01-19,Barclays,****2659,16923.9,DEP00001166,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1167,15,1167,2025-01-19,NatWest,****8483,18855.06,DEP00001167,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1168,16,1168,2025-01-19,HDFC Bank,****5327,15952.98,DEP00001168,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1169,17,1169,2025-01-19,Barclays,****3862,17170.12,DEP00001169,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1170,18,1170,2025-01-19,HDFC Bank,****6901,20939.17,DEP00001170,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1171,19,1171,2025-01-19,ICICI Bank,****7979,17706.35,DEP00001171,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1172,20,1172,2025-01-19,Barclays,****1751,19268.47,DEP00001172,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1173,21,1173,2025-01-19,Lloyds,****3793,18161.47,DEP00001173,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1174,22,1174,2025-01-19,Axis Bank,****5395,14023.27,DEP00001174,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1175,23,1175,2025-01-19,Barclays,****7105,14546.07,DEP00001175,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1176,24,1176,2025-01-19,Lloyds,****2865,15506.86,DEP00001176,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1177,25,1177,2025-01-19,Axis Bank,****5453,15833.17,DEP00001177,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1178,26,1178,2025-01-19,Axis Bank,****7909,17111.52,DEP00001178,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1179,27,1179,2025-01-19,Lloyds,****2852,16387.38,DEP00001179,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1180,28,1180,2025-01-19,HSBC,****3611,16906.94,DEP00001180,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1181,29,1181,2025-01-19,Axis Bank,****8178,15122.52,DEP00001181,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1182,30,1182,2025-01-19,SBI,****6875,15208.28,DEP00001182,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1183,31,1183,2025-01-19,Lloyds,****8914,16699.67,DEP00001183,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1184,32,1184,2025-01-19,Barclays,****7738,16708.06,DEP00001184,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1185,33,1185,2025-01-19,Barclays,****5286,15829.6,DEP00001185,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1186,34,1186,2025-01-19,HSBC,****9598,16430.41,DEP00001186,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1187,35,1187,2025-01-19,NatWest,****6542,15196.67,DEP00001187,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1188,36,1188,2025-01-19,Barclays,****8091,17632.6,DEP00001188,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1189,37,1189,2025-01-19,NatWest,****8895,17693.18,DEP00001189,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1190,38,1190,2025-01-19,SBI,****3435,17511.77,DEP00001190,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1191,39,1191,2025-01-19,HSBC,****1190,15830.39,DEP00001191,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1192,40,1192,2025-01-19,Lloyds,****9283,17598.54,DEP00001192,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1193,41,1193,2025-01-19,Axis Bank,****3709,18474.07,DEP00001193,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1194,42,1194,2025-01-19,Axis Bank,****6253,16916.05,DEP00001194,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1195,43,1195,2025-01-19,HDFC Bank,****1824,16573.27,DEP00001195,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1196,44,1196,2025-01-19,SBI,****7607,16387.86,DEP00001196,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1197,45,1197,2025-01-19,Barclays,****8521,15979.16,DEP00001197,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1198,46,1198,2025-01-19,Axis Bank,****2442,18374.18,DEP00001198,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1199,47,1199,2025-01-19,Axis Bank,****6178,16180.49,DEP00001199,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1200,48,1200,2025-01-19,Axis Bank,****1291,14420.21,DEP00001200,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1201,49,1201,2025-01-19,SBI,****1587,16385.47,DEP00001201,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1202,50,1202,2025-01-19,HSBC,****2489,17396.79,DEP00001202,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1203,51,1203,2025-01-19,HDFC Bank,****9328,15293.39,DEP00001203,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1204,52,1204,2025-01-19,Axis Bank,****6584,17791.09,DEP00001204,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1205,53,1205,2025-01-19,HSBC,****4652,16886.28,DEP00001205,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1206,54,1206,2025-01-19,ICICI Bank,****8751,17943.96,DEP00001206,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1207,55,1207,2025-01-19,ICICI Bank,****8414,15175.05,DEP00001207,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1208,56,1208,2025-01-19,NatWest,****1035,15977.03,DEP00001208,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1209,57,1209,2025-01-19,HDFC Bank,****9973,14893.96,DEP00001209,Deposited,2026-06-18 13:27:28.955139,2026-06-18 13:27:28.955139
1210,58,1210,2025-01-19,Barclays,****1750,16335.74,DEP00001210,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1211,59,1211,2025-01-19,Axis Bank,****3301,17588.26,DEP00001211,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1212,60,1212,2025-01-19,SBI,****2752,16916.19,DEP00001212,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1213,61,1213,2025-01-19,NatWest,****4072,18833.21,DEP00001213,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1214,62,1214,2025-01-19,SBI,****4532,17622.68,DEP00001214,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1215,63,1215,2025-01-19,NatWest,****6536,16796.32,DEP00001215,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1216,64,1216,2025-01-19,SBI,****1761,15279.95,DEP00001216,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1217,1,1217,2025-01-20,Barclays,****8381,19233.86,DEP00001217,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1218,2,1218,2025-01-20,Lloyds,****9172,17155.21,DEP00001218,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1219,3,1219,2025-01-20,HSBC,****8091,17524.88,DEP00001219,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
1220,4,1220,2025-01-20,Axis Bank,****9328,18791.5,DEP00001220,Deposited,2026-06-18 13:27:28.957143,2026-06-18 13:27:28.957143
