id,restaurant_id,user_id,business_date,opening_cash,cash_sales,card_sales,upi_sales,online_sales,expenses,expected_cash,actual_cash,variance,status,created_at,updated_at
1036,12,409,2025-01-17,246,15814.91,58181.66,21594.43,13195.73,8198.27,7862.64,7844.2,-18.44,Closed,2025-01-17,2025-01-17
1037,13,439,2025-01-17,930,17496.9,58966.94,19683.6,11537.03,10190.76,8236.14,8229.46,-6.68,Closed,2025-01-17,2025-01-17
1038,14,488,2025-01-17,685,16933.39,58039.91,21206.25,13218.92,9813.57,7804.82,7805.59,0.77,Closed,2025-01-17,2025-01-17
1039,15,497,2025-01-17,352,18864.11,63795.09,22782.31,11784.99,12606.49,6609.62,6613.87,4.25,Closed,2025-01-17,2025-01-17
1040,16,524,2025-01-17,727,15962.87,58757.55,22099.86,10394.64,14114.39,2575.48,2561.07,-14.41,Closed,2025-01-17,2025-01-17
1041,17,567,2025-01-17,827,17174.76,61056.43,22580.42,13328.73,2109.06,15892.7,15885.44,-7.26,Closed,2025-01-17,2025-01-17
1042,18,603,2025-01-17,602,20947.91,60332.05,25202.7,11660.2,16254.9,5295.01,5314.63,19.62,Closed,2025-01-17,2025-01-17
1043,19,629,2025-01-17,957,17714.37,63781.7,20276.74,11317.0,4942.94,13728.43,13742.13,13.7,Closed,2025-01-17,2025-01-17
1044,20,642,2025-01-17,807,19275.86,64527.13,21499.91,11266.45,9181.18,10901.68,10895.13,-6.55,Closed,2025-01-17,2025-01-17
1045,21,686,2025-01-17,721,18161.57,66633.91,22670.93,11851.21,2206.9,16675.67,16676.96,1.29,Closed,2025-01-17,2025-01-17
1046,22,739,2025-01-17,925,14026.56,63434.06,19762.31,9442.77,19275.44,-4323.88,-4321.36,2.52,Closed,2025-01-17,2025-01-17
1047,23,772,2025-01-17,686,14554.85,55806.98,18401.41,10293.55,8142.81,7098.04,7110.67,12.63,Closed,2025-01-17,2025-01-17
1048,24,804,2025-01-17,577,15515.01,63348.16,23572.71,13733.64,7773.42,8318.59,8311.84,-6.75,Closed,2025-01-17,2025-01-17
1049,25,853,2025-01-17,312,15837.18,58664.5,21748.12,9775.39,16521.18,-372.0,-352.8,19.2,Closed,2025-01-17,2025-01-17
1050,26,878,2025-01-17,797,17119.88,58671.3,21645.7,9469.68,6128.93,11787.95,11780.26,-7.69,Closed,2025-01-17,2025-01-17
1051,27,923,2025-01-17,942,16393.87,58266.5,22207.01,10127.07,19120.12,-1784.25,-1769.37,14.88,Closed,2025-01-17,2025-01-17
1052,28,944,2025-01-17,844,16908.27,63176.97,23010.01,11110.84,10438.91,7313.36,7294.43,-18.93,Closed,2025-01-17,2025-01-17
1053,29,980,2025-01-17,685,15123.56,61624.94,22685.2,11725.26,1220.6,14587.96,14578.58,-9.38,Closed,2025-01-17,2025-01-17
1054,30,1002,2025-01-17,871,15210.09,63105.92,21498.1,9477.97,7770.83,8310.26,8321.58,11.32,Closed,2025-01-17,2025-01-17
1055,31,1023,2025-01-17,994,16705.78,58255.28,22489.48,10839.83,10633.2,7066.58,7069.72,3.14,Closed,2025-01-17,2025-01-17
1056,32,1051,2025-01-17,433,16717.26,62809.86,19795.04,10144.82,26616.65,-9466.39,-9457.53,8.86,Closed,2025-01-17,2025-01-17
1057,33,1095,2025-01-17,797,15834.01,64163.4,24008.0,10669.19,2179.97,14451.04,14450.26,-0.78,Closed,2025-01-17,2025-01-17
1058,34,1124,2025-01-17,736,16436.96,59388.32,22262.14,11251.04,7806.71,9366.25,9371.41,5.16,Closed,2025-01-17,2025-01-17
1059,35,1169,2025-01-17,834,15204.35,60043.7,21065.9,10826.29,6696.01,9342.34,9353.32,10.98,Closed,2025-01-17,2025-01-17
1060,36,1201,2025-01-17,589,17637.79,62900.71,23687.49,12306.72,905.08,17321.71,17307.62,-14.09,Closed,2025-01-17,2025-01-17
1061,37,1220,2025-01-17,897,17699.8,59760.69,20797.38,11561.95,16139.15,2457.65,2447.34,-10.31,Closed,2025-01-17,2025-01-17
1062,38,1274,2025-01-17,786,17515.23,61236.51,22713.85,11517.22,9599.65,8701.58,8719.51,17.93,Closed,2025-01-17,2025-01-17
1063,39,1317,2025-01-17,312,15838.78,60521.49,21794.24,10062.61,3030.29,13120.49,13108.12,-12.37,Closed,2025-01-17,2025-01-17
1064,40,1322,2025-01-17,651,17604.97,64921.92,24604.24,11837.27,19776.2,-1520.23,-1527.68,-7.45,Closed,2025-01-17,2025-01-17
1065,41,1365,2025-01-17,355,18482.56,63228.99,21966.22,9999.95,4641.57,14195.99,14192.51,-3.48,Closed,2025-01-17,2025-01-17
1066,42,1392,2025-01-17,408,16916.8,63831.72,23614.14,9074.86,5223.66,12101.14,12097.56,-3.58,Closed,2025-01-17,2025-01-17
1067,43,1419,2025-01-17,993,16575.68,58318.95,20972.7,11090.11,5295.63,12273.05,12277.51,4.46,Closed,2025-01-17,2025-01-17
1068,44,1473,2025-01-17,682,16392.93,63354.41,21778.52,10886.65,5961.3,11113.63,11128.54,14.91,Closed,2025-01-17,2025-01-17
1069,45,1485,2025-01-17,953,15987.33,61951.56,21940.59,11067.3,4044.97,12895.36,12904.46,9.1,Closed,2025-01-17,2025-01-17
1070,46,1519,2025-01-17,922,18378.62,59163.53,19042.3,11407.28,7282.68,12017.94,12003.46,-14.48,Closed,2025-01-17,2025-01-17
1071,47,1580,2025-01-17,412,16189.06,61226.11,20501.23,11431.22,3031.62,13569.44,13571.88,2.44,Closed,2025-01-17,2025-01-17
1072,48,1590,2025-01-17,878,14421.4,57416.83,23610.34,11230.05,9899.49,5399.91,5399.04,-0.87,Closed,2025-01-17,2025-01-17
1073,49,1626,2025-01-17,585,16386.5,59132.91,20401.33,10243.51,5623.85,11347.65,11340.2,-7.45,Closed,2025-01-17,2025-01-17
1074,50,1666,2025-01-17,377,17402.36,63307.09,21412.77,11561.73,4542.34,13237.02,13235.41,-1.61,Closed,2025-01-17,2025-01-17
1075,51,1720,2025-01-17,745,15301.31,57680.34,19884.75,9031.61,7438.11,8608.2,8601.89,-6.31,Closed,2025-01-17,2025-01-17
1076,52,1759,2025-01-17,562,17796.71,56657.9,22147.4,9876.52,11505.01,6853.7,6860.73,7.03,Closed,2025-01-17,2025-01-17
1077,53,1775,2025-01-17,938,16889.91,64338.4,22737.52,12432.41,7863.76,9964.15,9971.38,7.23,Closed,2025-01-17,2025-01-17
1078,54,1817,2025-01-17,909,17952.4,63434.21,23421.87,10168.12,11287.99,7573.41,7563.98,-9.43,Closed,2025-01-17,2025-01-17
1079,55,1839,2025-01-17,695,15182.22,58670.06,25674.65,12304.88,7331.54,8545.68,8533.37,-12.31,Closed,2025-01-17,2025-01-17
1080,56,1872,2025-01-17,452,15978.17,58262.3,23081.03,11792.12,4607.87,11822.3,11813.46,-8.84,Closed,2025-01-17,2025-01-17
1081,57,1927,2025-01-17,505,14897.37,63717.27,20569.35,11977.61,1405.02,13997.35,13986.34,-11.01,Closed,2025-01-17,2025-01-17
1082,58,1947,2025-01-17,504,16340.96,62590.15,22276.16,11176.86,10522.49,6322.47,6333.32,10.85,Closed,2025-01-17,2025-01-17
1083,59,1988,2025-01-17,921,17597.23,62843.65,25393.4,10507.0,9594.4,8923.83,8912.12,-11.71,Closed,2025-01-17,2025-01-17
1084,60,2033,2025-01-17,921,16924.41,64335.1,23101.6,12313.25,8648.93,9196.48,9196.04,-0.44,Closed,2025-01-17,2025-01-17
1085,61,2048,2025-01-17,691,18835.75,61638.58,23285.7,12265.6,2356.3,17170.45,17164.4,-6.05,Closed,2025-01-17,2025-01-17
1086,62,2107,2025-01-17,938,17623.89,62755.01,22563.22,12657.56,12845.69,5716.2,5707.14,-9.06,Closed,2025-01-17,2025-01-17
1087,63,2127,2025-01-17,324,16800.89,65662.0,22059.6,11315.75,8521.67,8603.22,8606.16,2.94,Closed,2025-01-17,2025-01-17
1088,64,2158,2025-01-17,756,15281.03,60484.14,23372.15,10040.41,11096.39,4940.64,4935.83,-4.81,Closed,2025-01-17,2025-01-17
1089,1,17,2025-01-18,604,19243.13,63113.22,22259.15,11546.48,10958.37,8888.76,8901.5,12.74,Closed,2025-01-18,2025-01-18
1090,2,52,2025-01-18,991,17159.78,59975.27,19466.13,11583.39,8870.23,9280.55,9292.73,12.18,Closed,2025-01-18,2025-01-18
1091,3,70,2025-01-18,497,17524.92,64148.04,21967.22,11634.25,7508.23,10513.69,10495.37,-18.32,Closed,2025-01-18,2025-01-18
1092,4,121,2025-01-18,931,18799.89,62075.86,21470.89,12322.86,2403.34,17327.55,17310.71,-16.84,Closed,2025-01-18,2025-01-18
1093,5,165,2025-01-18,652,17724.3,66957.25,22346.04,11067.79,11192.04,7184.26,7190.5,6.24,Closed,2025-01-18,2025-01-18
1094,6,203,2025-01-18,965,16451.69,65076.75,26335.18,12052.16,1855.32,15561.37,15560.53,-0.84,Closed,2025-01-18,2025-01-18
1095,7,213,2025-01-18,406,16036.36,60924.08,20225.87,12493.74,9186.75,7255.61,7268.73,13.12,Closed,2025-01-18,2025-01-18
1096,8,275,2025-01-18,477,17234.53,63667.2,22454.02,11505.62,1717.23,15994.3,16011.62,17.32,Closed,2025-01-18,2025-01-18
1097,9,292,2025-01-18,912,19260.4,63694.88,26863.42,11130.91,8944.45,11227.95,11218.81,-9.14,Closed,2025-01-18,2025-01-18
1098,10,331,2025-01-18,311,16664.21,57998.38,24492.69,11582.61,1973.31,15001.9,15006.53,4.63,Closed,2025-01-18,2025-01-18
1099,11,353,2025-01-18,800,17130.47,61218.31,22687.42,10751.37,7486.91,10443.56,10433.13,-10.43,Closed,2025-01-18,2025-01-18
1100,12,421,2025-01-18,251,15814.91,58181.66,21594.43,13195.73,751.53,15314.38,15321.17,6.79,Closed,2025-01-18,2025-01-18
1101,13,427,2025-01-18,743,17496.9,58966.94,19683.6,11537.03,9831.73,8408.17,8397.2,-10.97,Closed,2025-01-18,2025-01-18
1102,14,473,2025-01-18,438,16933.39,58039.91,21206.25,13218.92,17357.73,13.66,-4.24,-17.9,Closed,2025-01-18,2025-01-18
1103,15,512,2025-01-18,623,18864.11,63795.09,22782.31,11784.99,12587.6,6899.51,6892.72,-6.79,Closed,2025-01-18,2025-01-18
1104,16,535,2025-01-18,683,15962.87,58757.55,22099.86,10394.64,10029.26,6616.61,6600.63,-15.98,Closed,2025-01-18,2025-01-18
1105,17,568,2025-01-18,989,17174.76,61056.43,22580.42,13328.73,5867.14,12296.62,12282.12,-14.5,Closed,2025-01-18,2025-01-18
1106,18,598,2025-01-18,763,20947.91,60332.05,25202.7,11660.2,1213.86,20497.05,20516.17,19.12,Closed,2025-01-18,2025-01-18
1107,19,623,2025-01-18,361,17714.37,63781.7,20276.74,11317.0,4958.56,13116.81,13113.09,-3.72,Closed,2025-01-18,2025-01-18
1108,20,651,2025-01-18,687,19275.86,64527.13,21499.91,11266.45,7715.33,12247.53,12246.63,-0.9,Closed,2025-01-18,2025-01-18
1109,21,699,2025-01-18,404,18161.57,66633.91,22670.93,11851.21,2402.6,16162.97,16173.21,10.24,Closed,2025-01-18,2025-01-18
1110,22,726,2025-01-18,494,14026.56,63434.06,19762.31,9442.77,14983.69,-463.13,-470.28,-7.15,Closed,2025-01-18,2025-01-18
1111,23,783,2025-01-18,861,14554.85,55806.98,18401.41,10293.55,8313.26,7102.59,7084.96,-17.63,Closed,2025-01-18,2025-01-18
1112,24,807,2025-01-18,987,15515.01,63348.16,23572.71,13733.64,12665.49,3836.52,3820.1,-16.42,Closed,2025-01-18,2025-01-18
1113,25,840,2025-01-18,787,15837.18,58664.5,21748.12,9775.39,4525.91,12098.27,12087.56,-10.71,Closed,2025-01-18,2025-01-18
1114,26,868,2025-01-18,956,17119.88,58671.3,21645.7,9469.68,20749.9,-2674.02,-2665.1,8.92,Closed,2025-01-18,2025-01-18
1115,27,899,2025-01-18,238,16393.87,58266.5,22207.01,10127.07,7151.88,9479.99,9496.52,16.53,Closed,2025-01-18,2025-01-18
1116,28,931,2025-01-18,379,16908.27,63176.97,23010.01,11110.84,4506.01,12781.26,12777.98,-3.28,Closed,2025-01-18,2025-01-18
1117,29,973,2025-01-18,380,15123.56,61624.94,22685.2,11725.26,4731.76,10771.8,10789.16,17.36,Closed,2025-01-18,2025-01-18
1118,30,997,2025-01-18,237,15210.09,63105.92,21498.1,9477.97,3576.23,11870.86,11890.75,19.89,Closed,2025-01-18,2025-01-18
1119,31,1024,2025-01-18,606,16705.78,58255.28,22489.48,10839.83,6795.03,10516.75,10528.27,11.52,Closed,2025-01-18,2025-01-18
1120,32,1069,2025-01-18,390,16717.26,62809.86,19795.04,10144.82,3832.0,13275.26,13292.72,17.46,Closed,2025-01-18,2025-01-18
1121,33,1114,2025-01-18,496,15834.01,64163.4,24008.0,10669.19,8439.74,7890.27,7905.34,15.07,Closed,2025-01-18,2025-01-18
1122,34,1119,2025-01-18,209,16436.96,59388.32,22262.14,11251.04,14618.87,2027.09,2019.03,-8.06,Closed,2025-01-18,2025-01-18
1123,35,1179,2025-01-18,817,15204.35,60043.7,21065.9,10826.29,3505.88,12515.47,12499.76,-15.71,Closed,2025-01-18,2025-01-18
1124,36,1202,2025-01-18,543,17637.79,62900.71,23687.49,12306.72,8993.63,9187.16,9178.54,-8.62,Closed,2025-01-18,2025-01-18
1125,37,1226,2025-01-18,856,17699.8,59760.69,20797.38,11561.95,4421.03,14134.77,14136.5,1.73,Closed,2025-01-18,2025-01-18
1126,38,1255,2025-01-18,705,17515.23,61236.51,22713.85,11517.22,4971.71,13248.52,13264.09,15.57,Closed,2025-01-18,2025-01-18
1127,39,1317,2025-01-18,337,15838.78,60521.49,21794.24,10062.61,4038.01,12137.77,12151.81,14.04,Closed,2025-01-18,2025-01-18
1128,40,1341,2025-01-18,679,17604.97,64921.92,24604.24,11837.27,15171.27,3112.7,3103.61,-9.09,Closed,2025-01-18,2025-01-18
1129,41,1359,2025-01-18,315,18482.56,63228.99,21966.22,9999.95,2768.16,16029.4,16022.63,-6.77,Closed,2025-01-18,2025-01-18
1130,42,1410,2025-01-18,948,16916.8,63831.72,23614.14,9074.86,6726.77,11138.03,11136.39,-1.64,Closed,2025-01-18,2025-01-18
1131,43,1446,2025-01-18,463,16575.68,58318.95,20972.7,11090.11,1268.53,15770.15,15778.89,8.74,Closed,2025-01-18,2025-01-18
1132,44,1473,2025-01-18,214,16392.93,63354.41,21778.52,10886.65,2395.48,14211.45,14220.91,9.46,Closed,2025-01-18,2025-01-18
1133,45,1485,2025-01-18,502,15987.33,61951.56,21940.59,11067.3,7090.15,9399.18,9401.89,2.71,Closed,2025-01-18,2025-01-18
1134,46,1534,2025-01-18,975,18378.62,59163.53,19042.3,11407.28,8826.35,10527.27,10515.0,-12.27,Closed,2025-01-18,2025-01-18
1135,47,1577,2025-01-18,825,16189.06,61226.11,20501.23,11431.22,2106.27,14907.79,14922.04,14.25,Closed,2025-01-18,2025-01-18
1136,48,1605,2025-01-18,615,14421.4,57416.83,23610.34,11230.05,10926.49,4109.91,4122.99,13.08,Closed,2025-01-18,2025-01-18
1137,49,1631,2025-01-18,727,16386.5,59132.91,20401.33,10243.51,7532.37,9581.13,9574.25,-6.88,Closed,2025-01-18,2025-01-18
1138,50,1684,2025-01-18,610,17402.36,63307.09,21412.77,11561.73,1942.83,16069.53,16076.3,6.77,Closed,2025-01-18,2025-01-18
1139,51,1701,2025-01-18,389,15301.31,57680.34,19884.75,9031.61,2612.16,13078.15,13097.42,19.27,Closed,2025-01-18,2025-01-18
1140,52,1756,2025-01-18,688,17796.71,56657.9,22147.4,9876.52,9232.37,9252.34,9245.28,-7.06,Closed,2025-01-18,2025-01-18
1141,53,1766,2025-01-18,454,16889.91,64338.4,22737.52,12432.41,1893.71,15450.2,15430.47,-19.73,Closed,2025-01-18,2025-01-18
1142,54,1816,2025-01-18,592,17952.4,63434.21,23421.87,10168.12,8207.85,10336.55,10325.97,-10.58,Closed,2025-01-18,2025-01-18
1143,55,1832,2025-01-18,971,15182.22,58670.06,25674.65,12304.88,11520.8,4632.42,4623.1,-9.32,Closed,2025-01-18,2025-01-18
1144,56,1881,2025-01-18,537,15978.17,58262.3,23081.03,11792.12,2552.03,13963.14,13955.22,-7.92,Closed,2025-01-18,2025-01-18
1145,57,1932,2025-01-18,940,14897.37,63717.27,20569.35,11977.61,7225.97,8611.4,8614.32,2.92,Closed,2025-01-18,2025-01-18
1146,58,1949,2025-01-18,467,16340.96,62590.15,22276.16,11176.86,3921.27,12886.69,12892.84,6.15,Closed,2025-01-18,2025-01-18
1147,59,1987,2025-01-18,909,17597.23,62843.65,25393.4,10507.0,5787.33,12718.9,12708.35,-10.55,Closed,2025-01-18,2025-01-18
1148,60,2024,2025-01-18,883,16924.41,64335.1,23101.6,12313.25,6579.86,11227.55,11212.28,-15.27,Closed,2025-01-18,2025-01-18
1149,61,2079,2025-01-18,514,18835.75,61638.58,23285.7,12265.6,10552.36,8797.39,8783.78,-13.61,Closed,2025-01-18,2025-01-18
1150,62,2082,2025-01-18,902,17623.89,62755.01,22563.22,12657.56,12492.31,6033.58,6033.68,0.1,Closed,2025-01-18,2025-01-18
1151,63,2121,2025-01-18,920,16800.89,65662.0,22059.6,11315.75,12885.45,4835.44,4846.23,10.79,Closed,2025-01-18,2025-01-18
1152,64,2181,2025-01-18,906,15281.03,60484.14,23372.15,10040.41,16919.42,-732.39,-747.69,-15.3,Closed,2025-01-18,2025-01-18
1153,1,3,2025-01-19,502,19243.13,63113.22,22259.15,11546.48,11429.4,8315.73,8310.43,-5.3,Closed,2025-01-19,2025-01-19
1154,2,62,2025-01-19,426,17159.78,59975.27,19466.13,11583.39,6619.9,10965.88,10954.65,-11.23,Closed,2025-01-19,2025-01-19
1155,3,93,2025-01-19,336,17524.92,64148.04,21967.22,11634.25,13894.75,3966.17,3965.3,-0.87,Closed,2025-01-19,2025-01-19
1156,4,114,2025-01-19,665,18799.89,62075.86,21470.89,12322.86,3842.62,15622.27,15632.18,9.91,Closed,2025-01-19,2025-01-19
1157,5,148,2025-01-19,820,17724.3,66957.25,22346.04,11067.79,2539.23,16005.07,16000.01,-5.06,Closed,2025-01-19,2025-01-19
1158,6,188,2025-01-19,918,16451.69,65076.75,26335.18,12052.16,6905.75,10463.94,10465.91,1.97,Closed,2025-01-19,2025-01-19
1159,7,222,2025-01-19,682,16036.36,60924.08,20225.87,12493.74,11131.81,5586.55,5596.84,10.29,Closed,2025-01-19,2025-01-19
1160,8,259,2025-01-19,880,17234.53,63667.2,22454.02,11505.62,1985.47,16129.06,16142.08,13.02,Closed,2025-01-19,2025-01-19
1161,9,286,2025-01-19,980,19260.4,63694.88,26863.42,11130.91,8822.55,11417.85,11407.75,-10.1,Closed,2025-01-19,2025-01-19
1162,10,326,2025-01-19,972,16664.21,57998.38,24492.69,11582.61,6604.13,11032.08,11035.91,3.83,Closed,2025-01-19,2025-01-19
1163,11,361,2025-01-19,283,17130.47,61218.31,22687.42,10751.37,4633.63,12779.84,12780.86,1.02,Closed,2025-01-19,2025-01-19
1164,12,403,2025-01-19,740,15814.91,58181.66,21594.43,13195.73,949.05,15605.86,15614.01,8.15,Closed,2025-01-19,2025-01-19
1165,13,430,2025-01-19,279,17496.9,58966.94,19683.6,11537.03,9638.64,8137.26,8153.95,16.69,Closed,2025-01-19,2025-01-19
1166,14,477,2025-01-19,314,16933.39,58039.91,21206.25,13218.92,4544.02,12703.37,12685.84,-17.53,Closed,2025-01-19,2025-01-19
1167,15,495,2025-01-19,760,18864.11,63795.09,22782.31,11784.99,14481.57,5142.54,5158.66,16.12,Closed,2025-01-19,2025-01-19
1168,16,539,2025-01-19,407,15962.87,58757.55,22099.86,10394.64,8792.58,7577.29,7580.2,2.91,Closed,2025-01-19,2025-01-19
1169,17,577,2025-01-19,353,17174.76,61056.43,22580.42,13328.73,3417.6,14110.16,14096.74,-13.42,Closed,2025-01-19,2025-01-19
1170,18,608,2025-01-19,732,20947.91,60332.05,25202.7,11660.2,9263.07,12416.84,12414.51,-2.33,Closed,2025-01-19,2025-01-19
1171,19,616,2025-01-19,896,17714.37,63781.7,20276.74,11317.0,2304.59,16305.78,16294.0,-11.78,Closed,2025-01-19,2025-01-19
1172,20,662,2025-01-19,797,19275.86,64527.13,21499.91,11266.45,3463.36,16609.5,16609.05,-0.45,Closed,2025-01-19,2025-01-19
1173,21,703,2025-01-19,722,18161.57,66633.91,22670.93,11851.21,20921.97,-2038.4,-2040.58,-2.18,Closed,2025-01-19,2025-01-19
1174,22,735,2025-01-19,256,14026.56,63434.06,19762.31,9442.77,9229.78,5052.78,5050.92,-1.86,Closed,2025-01-19,2025-01-19
1175,23,757,2025-01-19,725,14554.85,55806.98,18401.41,10293.55,9860.69,5419.16,5415.78,-3.38,Closed,2025-01-19,2025-01-19
1176,24,798,2025-01-19,777,15515.01,63348.16,23572.71,13733.64,4831.91,11460.1,11442.41,-17.69,Closed,2025-01-19,2025-01-19
1177,25,850,2025-01-19,673,15837.18,58664.5,21748.12,9775.39,2189.95,14320.23,14327.14,6.91,Closed,2025-01-19,2025-01-19
1178,26,888,2025-01-19,515,17119.88,58671.3,21645.7,9469.68,5641.34,11993.54,12002.47,8.93,Closed,2025-01-19,2025-01-19
1179,27,922,2025-01-19,605,16393.87,58266.5,22207.01,10127.07,7247.33,9751.54,9741.72,-9.82,Closed,2025-01-19,2025-01-19
1180,28,939,2025-01-19,203,16908.27,63176.97,23010.01,11110.84,13742.87,3368.4,3378.23,9.83,Closed,2025-01-19,2025-01-19
1181,29,963,2025-01-19,792,15123.56,61624.94,22685.2,11725.26,8081.53,7834.03,7816.95,-17.08,Closed,2025-01-19,2025-01-19
1182,30,1001,2025-01-19,633,15210.09,63105.92,21498.1,9477.97,10294.87,5548.22,5542.0,-6.22,Closed,2025-01-19,2025-01-19
1183,31,1034,2025-01-19,265,16705.78,58255.28,22489.48,10839.83,1698.29,15272.49,15274.14,1.65,Closed,2025-01-19,2025-01-19
1184,32,1079,2025-01-19,261,16717.26,62809.86,19795.04,10144.82,6744.98,10233.28,10250.66,17.38,Closed,2025-01-19,2025-01-19
1185,33,1103,2025-01-19,270,15834.01,64163.4,24008.0,10669.19,7868.13,8235.88,8255.33,19.45,Closed,2025-01-19,2025-01-19
1186,34,1123,2025-01-19,683,16436.96,59388.32,22262.14,11251.04,14485.68,2634.28,2615.55,-18.73,Closed,2025-01-19,2025-01-19
1187,35,1165,2025-01-19,618,15204.35,60043.7,21065.9,10826.29,5549.28,10273.07,10260.27,-12.8,Closed,2025-01-19,2025-01-19
1188,36,1187,2025-01-19,338,17637.79,62900.71,23687.49,12306.72,6412.79,11563.0,11573.63,10.63,Closed,2025-01-19,2025-01-19
1189,37,1244,2025-01-19,946,17699.8,59760.69,20797.38,11561.95,13355.42,5290.38,5296.22,5.84,Closed,2025-01-19,2025-01-19
1190,38,1256,2025-01-19,630,17515.23,61236.51,22713.85,11517.22,15993.05,2152.18,2147.16,-5.02,Closed,2025-01-19,2025-01-19
1191,39,1307,2025-01-19,591,15838.78,60521.49,21794.24,10062.61,779.85,15649.93,15647.87,-2.06,Closed,2025-01-19,2025-01-19
1192,40,1336,2025-01-19,586,17604.97,64921.92,24604.24,11837.27,2321.26,15869.71,15864.74,-4.97,Closed,2025-01-19,2025-01-19
1193,41,1378,2025-01-19,899,18482.56,63228.99,21966.22,9999.95,18431.69,949.87,968.44,18.57,Closed,2025-01-19,2025-01-19
1194,42,1381,2025-01-19,752,16916.8,63831.72,23614.14,9074.86,1093.95,16574.85,16560.17,-14.68,Closed,2025-01-19,2025-01-19
1195,43,1448,2025-01-19,556,16575.68,58318.95,20972.7,11090.11,6805.06,10326.62,10311.37,-15.25,Closed,2025-01-19,2025-01-19
1196,44,1476,2025-01-19,750,16392.93,63354.41,21778.52,10886.65,1964.7,15178.23,15173.95,-4.28,Closed,2025-01-19,2025-01-19
1197,45,1502,2025-01-19,330,15987.33,61951.56,21940.59,11067.3,9533.11,6784.22,6793.33,9.11,Closed,2025-01-19,2025-01-19
1198,46,1538,2025-01-19,428,18378.62,59163.53,19042.3,11407.28,10247.84,8558.78,8572.17,13.39,Closed,2025-01-19,2025-01-19
1199,47,1571,2025-01-19,974,16189.06,61226.11,20501.23,11431.22,14707.5,2455.56,2436.47,-19.09,Closed,2025-01-19,2025-01-19
1200,48,1588,2025-01-19,505,14421.4,57416.83,23610.34,11230.05,1812.67,13113.73,13112.25,-1.48,Closed,2025-01-19,2025-01-19
1201,49,1646,2025-01-19,936,16386.5,59132.91,20401.33,10243.51,16121.39,1201.11,1202.89,1.78,Closed,2025-01-19,2025-01-19
1202,50,1673,2025-01-19,744,17402.36,63307.09,21412.77,11561.73,3506.05,14640.31,14635.48,-4.83,Closed,2025-01-19,2025-01-19
1203,51,1700,2025-01-19,435,15301.31,57680.34,19884.75,9031.61,8522.95,7213.36,7203.26,-10.1,Closed,2025-01-19,2025-01-19
1204,52,1739,2025-01-19,554,17796.71,56657.9,22147.4,9876.52,13455.25,4895.46,4881.66,-13.8,Closed,2025-01-19,2025-01-19
1205,53,1771,2025-01-19,393,16889.91,64338.4,22737.52,12432.41,9396.55,7886.36,7903.86,17.5,Closed,2025-01-19,2025-01-19
1206,54,1811,2025-01-19,942,17952.4,63434.21,23421.87,10168.12,4602.06,14292.34,14302.96,10.62,Closed,2025-01-19,2025-01-19
1207,55,1851,2025-01-19,232,15182.22,58670.06,25674.65,12304.88,14058.17,1356.05,1368.43,12.38,Closed,2025-01-19,2025-01-19
1208,56,1865,2025-01-19,629,15978.17,58262.3,23081.03,11792.12,5133.95,11473.22,11477.82,4.6,Closed,2025-01-19,2025-01-19
1209,57,1906,2025-01-19,216,14897.37,63717.27,20569.35,11977.61,3304.99,11808.38,11798.01,-10.37,Closed,2025-01-19,2025-01-19
1210,58,1951,2025-01-19,268,16340.96,62590.15,22276.16,11176.86,8577.0,8031.96,8016.0,-15.96,Closed,2025-01-19,2025-01-19
1211,59,2007,2025-01-19,234,17597.23,62843.65,25393.4,10507.0,12703.87,5127.36,5125.22,-2.14,Closed,2025-01-19,2025-01-19
1212,60,2037,2025-01-19,888,16924.41,64335.1,23101.6,12313.25,10848.2,6964.21,6972.34,8.13,Closed,2025-01-19,2025-01-19
1213,61,2064,2025-01-19,249,18835.75,61638.58,23285.7,12265.6,7703.08,11381.67,11371.46,-10.21,Closed,2025-01-19,2025-01-19
1214,62,2106,2025-01-19,245,17623.89,62755.01,22563.22,12657.56,4085.08,13783.81,13779.9,-3.91,Closed,2025-01-19,2025-01-19
1215,63,2137,2025-01-19,439,16800.89,65662.0,22059.6,11315.75,7846.4,9393.49,9395.08,1.59,Closed,2025-01-19,2025-01-19
1216,64,2160,2025-01-19,972,15281.03,60484.14,23372.15,10040.41,7649.31,8603.72,8618.27,14.55,Closed,2025-01-19,2025-01-19
1217,1,17,2025-01-20,257,19243.13,63113.22,22259.15,11546.48,7077.83,12422.3,12407.91,-14.39,Closed,2025-01-20,2025-01-20
1218,2,44,2025-01-20,496,17159.78,59975.27,19466.13,11583.39,13789.23,3866.55,3855.92,-10.63,Closed,2025-01-20,2025-01-20
1219,3,69,2025-01-20,949,17524.92,64148.04,21967.22,11634.25,2300.49,16173.43,16176.47,3.04,Closed,2025-01-20,2025-01-20
1220,4,118,2025-01-20,791,18799.89,62075.86,21470.89,12322.86,9938.34,9652.55,9656.47,3.92,Closed,2025-01-20,2025-01-20
1221,5,158,2025-01-20,888,17724.3,66957.25,22346.04,11067.79,30218.25,-11605.95,-11593.21,12.74,Closed,2025-01-20,2025-01-20
1222,6,194,2025-01-20,442,16451.69,65076.75,26335.18,12052.16,6741.96,10151.73,10143.8,-7.93,Closed,2025-01-20,2025-01-20
