id,cashup_id,note,created_by,created_at
2012,985,Cash verified successfully.,839,2026-06-18 13:25:23.325870
2013,985,Customer refund processed.,839,2026-06-18 13:25:23.325870
2014,986,Daily reconciliation completed.,864,2026-06-18 13:25:23.325870
2015,986,Customer refund processed.,864,2026-06-18 13:25:23.325870
2016,987,Additional float added.,901,2026-06-18 13:25:23.325870
2017,987,Closing completed without issues.,901,2026-06-18 13:25:23.325870
2018,988,Daily reconciliation completed.,931,2026-06-18 13:25:23.325870
2019,988,Manager approved closing balance.,931,2026-06-18 13:25:23.325870
2020,989,Closing completed without issues.,960,2026-06-18 13:25:23.325870
2021,989,Daily reconciliation completed.,960,2026-06-18 13:25:23.325870
2022,990,PDQ totals reconciled.,1007,2026-06-18 13:25:23.325870
2023,990,Additional float added.,1007,2026-06-18 13:25:23.325870
2024,990,Closing completed without issues.,1007,2026-06-18 13:25:23.325870
2025,991,Customer refund processed.,1035,2026-06-18 13:25:23.325870
2026,992,Cash deposited to bank.,1051,2026-06-18 13:25:23.325870
2027,992,Additional float added.,1051,2026-06-18 13:25:23.325870
2028,993,PDQ totals reconciled.,1086,2026-06-18 13:25:23.325870
2029,993,Closing completed without issues.,1086,2026-06-18 13:25:23.325870
2030,993,Customer refund processed.,1086,2026-06-18 13:25:23.325870
2031,994,Customer refund processed.,1127,2026-06-18 13:25:23.325870
2032,994,Closing completed without issues.,1127,2026-06-18 13:25:23.325870
2033,995,Daily reconciliation completed.,1181,2026-06-18 13:25:23.325870
2034,996,Daily reconciliation completed.,1200,2026-06-18 13:25:23.325870
2035,997,Manager approved closing balance.,1216,2026-06-18 13:25:23.325870
2036,997,Variance investigated.,1216,2026-06-18 13:25:23.325870
2037,997,Cash verified successfully.,1216,2026-06-18 13:25:23.325870
2038,998,Additional float added.,1261,2026-06-18 13:25:23.325870
2039,998,PDQ totals reconciled.,1261,2026-06-18 13:25:23.325870
2040,998,Additional float added.,1261,2026-06-18 13:25:23.325870
2041,999,Minor cash variance observed.,1299,2026-06-18 13:25:23.325870
2042,999,Customer refund processed.,1299,2026-06-18 13:25:23.325870
2043,1000,Additional float added.,1333,2026-06-18 13:25:23.325870
2044,1000,Manager approved closing balance.,1333,2026-06-18 13:25:23.325870
2045,1000,Cash deposited to bank.,1333,2026-06-18 13:25:23.325870
2046,1001,Cash deposited to bank.,1375,2026-06-18 13:25:23.325870
2047,1002,Manager approved closing balance.,1385,2026-06-18 13:25:23.325870
2048,1002,Customer refund processed.,1385,2026-06-18 13:25:23.325870
2049,1002,Customer refund processed.,1385,2026-06-18 13:25:23.325870
2050,1003,Additional float added.,1452,2026-06-18 13:25:23.325870
2051,1004,Additional float added.,1460,2026-06-18 13:25:23.325870
2052,1004,Daily reconciliation completed.,1460,2026-06-18 13:25:23.327874
2053,1004,Customer refund processed.,1460,2026-06-18 13:25:23.327874
2054,1005,Variance investigated.,1492,2026-06-18 13:25:23.327874
2055,1005,Customer refund processed.,1492,2026-06-18 13:25:23.327874
2056,1005,Variance investigated.,1492,2026-06-18 13:25:23.327874
2057,1006,Closing completed without issues.,1531,2026-06-18 13:25:23.327874
2058,1007,Variance investigated.,1567,2026-06-18 13:25:23.327874
2059,1007,Daily reconciliation completed.,1567,2026-06-18 13:25:23.327874
2060,1007,Minor cash variance observed.,1567,2026-06-18 13:25:23.327874
2061,1008,PDQ totals reconciled.,1610,2026-06-18 13:25:23.327874
2062,1009,Closing completed without issues.,1638,2026-06-18 13:25:23.327874
2063,1009,Manager approved closing balance.,1638,2026-06-18 13:25:23.327874
2064,1009,Daily reconciliation completed.,1638,2026-06-18 13:25:23.327874
2065,1010,Daily reconciliation completed.,1671,2026-06-18 13:25:23.327874
2066,1011,Customer refund processed.,1714,2026-06-18 13:25:23.327874
2067,1011,Closing completed without issues.,1714,2026-06-18 13:25:23.327874
2068,1011,Customer refund processed.,1714,2026-06-18 13:25:23.327874
2069,1012,Cash verified successfully.,1752,2026-06-18 13:25:23.327874
2070,1013,Cash deposited to bank.,1785,2026-06-18 13:25:23.327874
2071,1014,Variance investigated.,1818,2026-06-18 13:25:23.327874
2072,1015,Variance investigated.,1840,2026-06-18 13:25:23.327874
2073,1015,Variance investigated.,1840,2026-06-18 13:25:23.327874
2074,1015,Daily reconciliation completed.,1840,2026-06-18 13:25:23.327874
2075,1016,Daily reconciliation completed.,1885,2026-06-18 13:25:23.327874
2076,1016,PDQ totals reconciled.,1885,2026-06-18 13:25:23.327874
2077,1016,Additional float added.,1885,2026-06-18 13:25:23.327874
2078,1017,Customer refund processed.,1935,2026-06-18 13:25:23.327874
2079,1017,Additional float added.,1935,2026-06-18 13:25:23.327874
2080,1018,Daily reconciliation completed.,1952,2026-06-18 13:25:23.327874
2081,1018,Variance investigated.,1952,2026-06-18 13:25:23.327874
2082,1018,Manager approved closing balance.,1952,2026-06-18 13:25:23.327874
2083,1019,Cash verified successfully.,1982,2026-06-18 13:25:23.327874
2084,1019,Additional float added.,1982,2026-06-18 13:25:23.327874
2085,1020,Cash deposited to bank.,2037,2026-06-18 13:25:23.327874
2086,1021,Minor cash variance observed.,2076,2026-06-18 13:25:23.327874
2087,1021,Minor cash variance observed.,2076,2026-06-18 13:25:23.327874
2088,1022,Manager approved closing balance.,2108,2026-06-18 13:25:23.327874
2089,1022,Closing completed without issues.,2108,2026-06-18 13:25:23.327874
2090,1022,Cash deposited to bank.,2108,2026-06-18 13:25:23.327874
2091,1023,Additional float added.,2128,2026-06-18 13:25:23.327874
2092,1023,PDQ totals reconciled.,2128,2026-06-18 13:25:23.327874
2093,1024,Additional float added.,2168,2026-06-18 13:25:23.327874
2094,1024,Closing completed without issues.,2168,2026-06-18 13:25:23.327874
2095,1024,Additional float added.,2168,2026-06-18 13:25:23.327874
2096,1025,Additional float added.,5,2026-06-18 13:25:23.327874
2097,1026,Additional float added.,39,2026-06-18 13:25:23.327874
2098,1026,Closing completed without issues.,39,2026-06-18 13:25:23.327874
2099,1026,Minor cash variance observed.,39,2026-06-18 13:25:23.327874
2100,1027,Cash verified successfully.,97,2026-06-18 13:25:23.327874
2101,1027,Minor cash variance observed.,97,2026-06-18 13:25:23.327874
2102,1028,Closing completed without issues.,112,2026-06-18 13:25:23.327874
2103,1029,Minor cash variance observed.,141,2026-06-18 13:25:23.327874
2104,1029,Manager approved closing balance.,141,2026-06-18 13:25:23.327874
2105,1029,PDQ totals reconciled.,141,2026-06-18 13:25:23.327874
2106,1030,Manager approved closing balance.,197,2026-06-18 13:25:23.327874
2107,1030,Variance investigated.,197,2026-06-18 13:25:23.327874
2108,1030,Manager approved closing balance.,197,2026-06-18 13:25:23.327874
2109,1031,Variance investigated.,214,2026-06-18 13:25:23.327874
2110,1031,Customer refund processed.,214,2026-06-18 13:25:23.327874
2111,1032,PDQ totals reconciled.,274,2026-06-18 13:25:23.327874
2112,1032,Customer refund processed.,274,2026-06-18 13:25:23.327874
2113,1033,Manager approved closing balance.,308,2026-06-18 13:25:23.327874
2114,1033,Manager approved closing balance.,308,2026-06-18 13:25:23.327874
2115,1033,Customer refund processed.,308,2026-06-18 13:25:23.327874
2116,1034,Cash verified successfully.,346,2026-06-18 13:25:23.327874
2117,1034,Daily reconciliation completed.,346,2026-06-18 13:25:23.327874
2118,1035,Additional float added.,391,2026-06-18 13:25:23.327874
2119,1036,Customer refund processed.,409,2026-06-18 13:25:23.327874
2120,1036,Customer refund processed.,409,2026-06-18 13:25:23.327874
2121,1036,Cash verified successfully.,409,2026-06-18 13:25:23.327874
2122,1037,PDQ totals reconciled.,439,2026-06-18 13:25:23.327874
2123,1037,PDQ totals reconciled.,439,2026-06-18 13:25:23.327874
2124,1037,Cash deposited to bank.,439,2026-06-18 13:25:23.327874
2125,1038,Minor cash variance observed.,488,2026-06-18 13:25:23.327874
2126,1038,Daily reconciliation completed.,488,2026-06-18 13:25:23.327874
2127,1038,Minor cash variance observed.,488,2026-06-18 13:25:23.327874
2128,1039,Manager approved closing balance.,497,2026-06-18 13:25:23.327874
2129,1039,Closing completed without issues.,497,2026-06-18 13:25:23.327874
2130,1039,Closing completed without issues.,497,2026-06-18 13:25:23.327874
2131,1040,Additional float added.,524,2026-06-18 13:25:23.327874
2132,1041,Cash deposited to bank.,567,2026-06-18 13:25:23.327874
2133,1042,Additional float added.,603,2026-06-18 13:25:23.327874
2134,1042,Variance investigated.,603,2026-06-18 13:25:23.327874
2135,1042,Closing completed without issues.,603,2026-06-18 13:25:23.327874
2136,1043,Customer refund processed.,629,2026-06-18 13:25:23.327874
2137,1043,Daily reconciliation completed.,629,2026-06-18 13:25:23.327874
2138,1043,Customer refund processed.,629,2026-06-18 13:25:23.327874
2139,1044,Minor cash variance observed.,642,2026-06-18 13:25:23.327874
2140,1044,Closing completed without issues.,642,2026-06-18 13:25:23.327874
2141,1044,Closing completed without issues.,642,2026-06-18 13:25:23.327874
2142,1045,Daily reconciliation completed.,686,2026-06-18 13:25:23.327874
2143,1045,Manager approved closing balance.,686,2026-06-18 13:25:23.327874
2144,1046,Cash deposited to bank.,739,2026-06-18 13:25:23.327874
2145,1046,Daily reconciliation completed.,739,2026-06-18 13:25:23.327874
2146,1046,Daily reconciliation completed.,739,2026-06-18 13:25:23.327874
2147,1047,Manager approved closing balance.,772,2026-06-18 13:25:23.327874
2148,1048,Minor cash variance observed.,804,2026-06-18 13:25:23.327874
2149,1048,PDQ totals reconciled.,804,2026-06-18 13:25:23.327874
2150,1049,Minor cash variance observed.,853,2026-06-18 13:25:23.327874
2151,1049,Manager approved closing balance.,853,2026-06-18 13:25:23.327874
2152,1050,Manager approved closing balance.,878,2026-06-18 13:25:23.327874
2153,1050,Variance investigated.,878,2026-06-18 13:25:23.327874
2154,1051,Customer refund processed.,923,2026-06-18 13:25:23.327874
2155,1051,Daily reconciliation completed.,923,2026-06-18 13:25:23.327874
2156,1052,Daily reconciliation completed.,944,2026-06-18 13:25:23.327874
2157,1053,Customer refund processed.,980,2026-06-18 13:25:23.327874
2158,1053,Manager approved closing balance.,980,2026-06-18 13:25:23.327874
2159,1054,Variance investigated.,1002,2026-06-18 13:25:23.327874
2160,1054,Manager approved closing balance.,1002,2026-06-18 13:25:23.327874
2161,1055,Manager approved closing balance.,1023,2026-06-18 13:25:23.327874
2162,1055,Additional float added.,1023,2026-06-18 13:25:23.327874
2163,1055,Cash deposited to bank.,1023,2026-06-18 13:25:23.327874
2164,1056,Manager approved closing balance.,1051,2026-06-18 13:25:23.327874
2165,1057,Additional float added.,1095,2026-06-18 13:25:23.327874
2166,1057,Daily reconciliation completed.,1095,2026-06-18 13:25:23.327874
2167,1058,Closing completed without issues.,1124,2026-06-18 13:25:23.327874
2168,1059,Additional float added.,1169,2026-06-18 13:25:23.327874
2169,1060,PDQ totals reconciled.,1201,2026-06-18 13:25:23.327874
2170,1061,Variance investigated.,1220,2026-06-18 13:25:23.327874
2171,1061,Variance investigated.,1220,2026-06-18 13:25:23.327874
2172,1062,Additional float added.,1274,2026-06-18 13:25:23.327874
2173,1062,Customer refund processed.,1274,2026-06-18 13:25:23.327874
2174,1062,Additional float added.,1274,2026-06-18 13:25:23.327874
2175,1063,Additional float added.,1317,2026-06-18 13:25:23.327874
2176,1063,Additional float added.,1317,2026-06-18 13:25:23.327874
2177,1064,Minor cash variance observed.,1322,2026-06-18 13:25:23.327874
2178,1065,Cash verified successfully.,1365,2026-06-18 13:25:23.327874
2179,1065,PDQ totals reconciled.,1365,2026-06-18 13:25:23.327874
2180,1065,Cash deposited to bank.,1365,2026-06-18 13:25:23.327874
2181,1066,Cash deposited to bank.,1392,2026-06-18 13:25:23.327874
2182,1067,Variance investigated.,1419,2026-06-18 13:25:23.327874
2183,1068,Manager approved closing balance.,1473,2026-06-18 13:25:23.327874
2184,1068,Additional float added.,1473,2026-06-18 13:25:23.327874
2185,1069,Additional float added.,1485,2026-06-18 13:25:23.327874
2186,1069,Variance investigated.,1485,2026-06-18 13:25:23.327874
2187,1069,Variance investigated.,1485,2026-06-18 13:25:23.327874
2188,1070,Daily reconciliation completed.,1519,2026-06-18 13:25:23.327874
2189,1071,Cash deposited to bank.,1580,2026-06-18 13:25:23.327874
2190,1072,Closing completed without issues.,1590,2026-06-18 13:25:23.327874
2191,1072,Variance investigated.,1590,2026-06-18 13:25:23.327874
2192,1072,Cash verified successfully.,1590,2026-06-18 13:25:23.327874
2193,1073,Additional float added.,1626,2026-06-18 13:25:23.327874
2194,1073,Variance investigated.,1626,2026-06-18 13:25:23.327874
2195,1073,PDQ totals reconciled.,1626,2026-06-18 13:25:23.327874
2196,1074,Minor cash variance observed.,1666,2026-06-18 13:25:23.327874
2197,1074,PDQ totals reconciled.,1666,2026-06-18 13:25:23.327874
2198,1075,Cash verified successfully.,1720,2026-06-18 13:25:23.327874
2199,1075,Additional float added.,1720,2026-06-18 13:25:23.327874
2200,1076,Closing completed without issues.,1759,2026-06-18 13:25:23.327874
2201,1076,Minor cash variance observed.,1759,2026-06-18 13:25:23.327874
2202,1077,Minor cash variance observed.,1775,2026-06-18 13:25:23.327874
2203,1077,PDQ totals reconciled.,1775,2026-06-18 13:25:23.327874
2204,1078,Daily reconciliation completed.,1817,2026-06-18 13:25:23.327874
2205,1079,Closing completed without issues.,1839,2026-06-18 13:25:23.327874
2206,1079,Daily reconciliation completed.,1839,2026-06-18 13:25:23.327874
2207,1079,Customer refund processed.,1839,2026-06-18 13:25:23.327874
2208,1080,Daily reconciliation completed.,1872,2026-06-18 13:25:23.327874
2209,1081,PDQ totals reconciled.,1927,2026-06-18 13:25:23.327874
2210,1082,Cash verified successfully.,1947,2026-06-18 13:25:23.327874
2211,1083,Closing completed without issues.,1988,2026-06-18 13:25:23.327874
2212,1083,Variance investigated.,1988,2026-06-18 13:25:23.327874
2213,1083,Cash deposited to bank.,1988,2026-06-18 13:25:23.327874
2214,1084,Variance investigated.,2033,2026-06-18 13:25:23.327874
2215,1084,Manager approved closing balance.,2033,2026-06-18 13:25:23.327874
2216,1084,Closing completed without issues.,2033,2026-06-18 13:25:23.327874
2217,1085,Cash deposited to bank.,2048,2026-06-18 13:25:23.327874
2218,1085,Cash deposited to bank.,2048,2026-06-18 13:25:23.327874
2219,1085,Daily reconciliation completed.,2048,2026-06-18 13:25:23.327874
2220,1086,Variance investigated.,2107,2026-06-18 13:25:23.327874
2221,1086,Minor cash variance observed.,2107,2026-06-18 13:25:23.327874
2222,1087,Customer refund processed.,2127,2026-06-18 13:25:23.327874
2223,1088,Cash deposited to bank.,2158,2026-06-18 13:25:23.327874
2224,1089,Manager approved closing balance.,17,2026-06-18 13:25:23.327874
2225,1089,Manager approved closing balance.,17,2026-06-18 13:25:23.327874
2226,1089,PDQ totals reconciled.,17,2026-06-18 13:25:23.327874
2227,1090,Closing completed without issues.,52,2026-06-18 13:25:23.327874
2228,1091,Customer refund processed.,70,2026-06-18 13:25:23.327874
2229,1092,Manager approved closing balance.,121,2026-06-18 13:25:23.327874
2230,1092,Daily reconciliation completed.,121,2026-06-18 13:25:23.327874
2231,1093,Cash deposited to bank.,165,2026-06-18 13:25:23.327874
2232,1093,Customer refund processed.,165,2026-06-18 13:25:23.327874
2233,1093,Customer refund processed.,165,2026-06-18 13:25:23.327874
2234,1094,Minor cash variance observed.,203,2026-06-18 13:25:23.327874
2235,1094,Minor cash variance observed.,203,2026-06-18 13:25:23.327874
2236,1095,Variance investigated.,213,2026-06-18 13:25:23.327874
2237,1095,Cash deposited to bank.,213,2026-06-18 13:25:23.327874
2238,1096,Closing completed without issues.,275,2026-06-18 13:25:23.327874
2239,1096,Additional float added.,275,2026-06-18 13:25:23.327874
2240,1096,Additional float added.,275,2026-06-18 13:25:23.327874
2241,1097,Daily reconciliation completed.,292,2026-06-18 13:25:23.327874
2242,1097,Cash verified successfully.,292,2026-06-18 13:25:23.327874
2243,1098,Minor cash variance observed.,331,2026-06-18 13:25:23.327874
2244,1098,Additional float added.,331,2026-06-18 13:25:23.327874
2245,1098,Closing completed without issues.,331,2026-06-18 13:25:23.327874
2246,1099,Variance investigated.,353,2026-06-18 13:25:23.327874
2247,1100,PDQ totals reconciled.,421,2026-06-18 13:25:23.327874
2248,1100,Customer refund processed.,421,2026-06-18 13:25:23.327874
2249,1101,Additional float added.,427,2026-06-18 13:25:23.327874
2250,1102,Closing completed without issues.,473,2026-06-18 13:25:23.327874
2251,1102,Cash deposited to bank.,473,2026-06-18 13:25:23.327874
2252,1103,Variance investigated.,512,2026-06-18 13:25:23.327874
2253,1103,Daily reconciliation completed.,512,2026-06-18 13:25:23.327874
2254,1104,Daily reconciliation completed.,535,2026-06-18 13:25:23.327874
2255,1105,Closing completed without issues.,568,2026-06-18 13:25:23.327874
2256,1105,Cash verified successfully.,568,2026-06-18 13:25:23.327874
2257,1106,Minor cash variance observed.,598,2026-06-18 13:25:23.327874
2258,1107,Additional float added.,623,2026-06-18 13:25:23.327874
2259,1107,Cash verified successfully.,623,2026-06-18 13:25:23.327874
2260,1107,Minor cash variance observed.,623,2026-06-18 13:25:23.327874
2261,1108,Additional float added.,651,2026-06-18 13:25:23.327874
2262,1109,Cash verified successfully.,699,2026-06-18 13:25:23.327874
2263,1109,Customer refund processed.,699,2026-06-18 13:25:23.327874
2264,1110,Manager approved closing balance.,726,2026-06-18 13:25:23.327874
2265,1111,Cash deposited to bank.,783,2026-06-18 13:25:23.327874
2266,1111,Manager approved closing balance.,783,2026-06-18 13:25:23.327874
2267,1111,Cash deposited to bank.,783,2026-06-18 13:25:23.327874
2268,1112,Closing completed without issues.,807,2026-06-18 13:25:23.327874
2269,1113,Minor cash variance observed.,840,2026-06-18 13:25:23.327874
2270,1113,Closing completed without issues.,840,2026-06-18 13:25:23.327874
2271,1114,Manager approved closing balance.,868,2026-06-18 13:25:23.327874
2272,1114,Cash verified successfully.,868,2026-06-18 13:25:23.327874
2273,1114,Customer refund processed.,868,2026-06-18 13:25:23.327874
2274,1115,Cash deposited to bank.,899,2026-06-18 13:25:23.327874
2275,1115,PDQ totals reconciled.,899,2026-06-18 13:25:23.327874
2276,1115,Customer refund processed.,899,2026-06-18 13:25:23.327874
2277,1116,Minor cash variance observed.,931,2026-06-18 13:25:23.327874
2278,1116,Minor cash variance observed.,931,2026-06-18 13:25:23.327874
2279,1116,Cash verified successfully.,931,2026-06-18 13:25:23.327874
2280,1117,Additional float added.,973,2026-06-18 13:25:23.327874
2281,1118,Manager approved closing balance.,997,2026-06-18 13:25:23.327874
2282,1119,PDQ totals reconciled.,1024,2026-06-18 13:25:23.327874
2283,1119,Variance investigated.,1024,2026-06-18 13:25:23.327874
2284,1119,Additional float added.,1024,2026-06-18 13:25:23.327874
2285,1120,Cash verified successfully.,1069,2026-06-18 13:25:23.327874
2286,1121,Closing completed without issues.,1114,2026-06-18 13:25:23.327874
2287,1121,Minor cash variance observed.,1114,2026-06-18 13:25:23.327874
2288,1121,Customer refund processed.,1114,2026-06-18 13:25:23.327874
2289,1122,Manager approved closing balance.,1119,2026-06-18 13:25:23.327874
2290,1122,Additional float added.,1119,2026-06-18 13:25:23.327874
2291,1122,Minor cash variance observed.,1119,2026-06-18 13:25:23.327874
2292,1123,Customer refund processed.,1179,2026-06-18 13:25:23.327874
2293,1124,Minor cash variance observed.,1202,2026-06-18 13:25:23.327874
2294,1125,Closing completed without issues.,1226,2026-06-18 13:25:23.327874
2295,1126,Cash deposited to bank.,1255,2026-06-18 13:25:23.327874
2296,1126,Manager approved closing balance.,1255,2026-06-18 13:25:23.327874
2297,1127,Manager approved closing balance.,1317,2026-06-18 13:25:23.327874
2298,1127,Manager approved closing balance.,1317,2026-06-18 13:25:23.327874
2299,1128,Variance investigated.,1341,2026-06-18 13:25:23.327874
2300,1129,Cash verified successfully.,1359,2026-06-18 13:25:23.327874
2301,1129,Daily reconciliation completed.,1359,2026-06-18 13:25:23.327874
2302,1129,Manager approved closing balance.,1359,2026-06-18 13:25:23.327874
2303,1130,Closing completed without issues.,1410,2026-06-18 13:25:23.327874
2304,1130,PDQ totals reconciled.,1410,2026-06-18 13:25:23.327874
2305,1131,Manager approved closing balance.,1446,2026-06-18 13:25:23.327874
2306,1131,Customer refund processed.,1446,2026-06-18 13:25:23.327874
2307,1131,Daily reconciliation completed.,1446,2026-06-18 13:25:23.327874
2308,1132,Additional float added.,1473,2026-06-18 13:25:23.327874
2309,1132,PDQ totals reconciled.,1473,2026-06-18 13:25:23.327874
2310,1132,Minor cash variance observed.,1473,2026-06-18 13:25:23.327874
2311,1133,Manager approved closing balance.,1485,2026-06-18 13:25:23.327874
2312,1134,Daily reconciliation completed.,1534,2026-06-18 13:25:23.327874
2313,1135,Customer refund processed.,1577,2026-06-18 13:25:23.327874
2314,1135,Closing completed without issues.,1577,2026-06-18 13:25:23.327874
2315,1135,Customer refund processed.,1577,2026-06-18 13:25:23.327874
2316,1136,Manager approved closing balance.,1605,2026-06-18 13:25:23.327874
2317,1136,PDQ totals reconciled.,1605,2026-06-18 13:25:23.327874
2318,1137,Minor cash variance observed.,1631,2026-06-18 13:25:23.327874
2319,1137,PDQ totals reconciled.,1631,2026-06-18 13:25:23.327874
2320,1138,Daily reconciliation completed.,1684,2026-06-18 13:25:23.327874
2321,1138,Daily reconciliation completed.,1684,2026-06-18 13:25:23.327874
2322,1138,Daily reconciliation completed.,1684,2026-06-18 13:25:23.327874
2323,1139,Cash verified successfully.,1701,2026-06-18 13:25:23.327874
2324,1139,Cash deposited to bank.,1701,2026-06-18 13:25:23.327874
2325,1140,Variance investigated.,1756,2026-06-18 13:25:23.327874
2326,1141,Variance investigated.,1766,2026-06-18 13:25:23.327874
2327,1141,PDQ totals reconciled.,1766,2026-06-18 13:25:23.327874
2328,1141,Customer refund processed.,1766,2026-06-18 13:25:23.327874
2329,1142,Cash verified successfully.,1816,2026-06-18 13:25:23.327874
2330,1142,PDQ totals reconciled.,1816,2026-06-18 13:25:23.327874
2331,1143,Customer refund processed.,1832,2026-06-18 13:25:23.327874
2332,1143,Minor cash variance observed.,1832,2026-06-18 13:25:23.327874
2333,1144,Additional float added.,1881,2026-06-18 13:25:23.327874
2334,1145,Daily reconciliation completed.,1932,2026-06-18 13:25:23.327874
2335,1145,Minor cash variance observed.,1932,2026-06-18 13:25:23.327874
2336,1145,Variance investigated.,1932,2026-06-18 13:25:23.327874
2337,1146,Closing completed without issues.,1949,2026-06-18 13:25:23.327874
2338,1147,Manager approved closing balance.,1987,2026-06-18 13:25:23.327874
2339,1147,Customer refund processed.,1987,2026-06-18 13:25:23.327874
2340,1148,Customer refund processed.,2024,2026-06-18 13:25:23.327874
2341,1148,Closing completed without issues.,2024,2026-06-18 13:25:23.327874
2342,1148,Variance investigated.,2024,2026-06-18 13:25:23.327874
2343,1149,Manager approved closing balance.,2079,2026-06-18 13:25:23.327874
2344,1149,Additional float added.,2079,2026-06-18 13:25:23.327874
2345,1149,Minor cash variance observed.,2079,2026-06-18 13:25:23.327874
2346,1150,Daily reconciliation completed.,2082,2026-06-18 13:25:23.327874
2347,1151,Cash verified successfully.,2121,2026-06-18 13:25:23.327874
2348,1152,PDQ totals reconciled.,2181,2026-06-18 13:25:23.327874
2349,1152,Cash verified successfully.,2181,2026-06-18 13:25:23.327874
2350,1153,Customer refund processed.,3,2026-06-18 13:25:23.327874
2351,1154,Cash deposited to bank.,62,2026-06-18 13:25:23.327874
2352,1154,Variance investigated.,62,2026-06-18 13:25:23.327874
2353,1154,Customer refund processed.,62,2026-06-18 13:25:23.327874
2354,1155,Customer refund processed.,93,2026-06-18 13:25:23.327874
2355,1155,Minor cash variance observed.,93,2026-06-18 13:25:23.327874
2356,1156,Variance investigated.,114,2026-06-18 13:25:23.327874
2357,1156,Variance investigated.,114,2026-06-18 13:25:23.327874
2358,1156,Daily reconciliation completed.,114,2026-06-18 13:25:23.327874
2359,1157,Cash deposited to bank.,148,2026-06-18 13:25:23.327874
2360,1158,Cash deposited to bank.,188,2026-06-18 13:25:23.327874
2361,1159,Variance investigated.,222,2026-06-18 13:25:23.327874
2362,1160,Manager approved closing balance.,259,2026-06-18 13:25:23.327874
2363,1161,Closing completed without issues.,286,2026-06-18 13:25:23.327874
2364,1161,Customer refund processed.,286,2026-06-18 13:25:23.327874
2365,1161,Daily reconciliation completed.,286,2026-06-18 13:25:23.327874
2366,1162,Minor cash variance observed.,326,2026-06-18 13:25:23.327874
2367,1162,Cash deposited to bank.,326,2026-06-18 13:25:23.327874
2368,1162,Customer refund processed.,326,2026-06-18 13:25:23.327874
2369,1163,PDQ totals reconciled.,361,2026-06-18 13:25:23.327874
2370,1163,Cash verified successfully.,361,2026-06-18 13:25:23.327874
2371,1163,PDQ totals reconciled.,361,2026-06-18 13:25:23.327874
2372,1164,Customer refund processed.,403,2026-06-18 13:25:23.327874
2373,1165,Additional float added.,430,2026-06-18 13:25:23.327874
2374,1166,Daily reconciliation completed.,477,2026-06-18 13:25:23.327874
2375,1166,Cash verified successfully.,477,2026-06-18 13:25:23.327874
2376,1166,Cash deposited to bank.,477,2026-06-18 13:25:23.327874
2377,1167,Manager approved closing balance.,495,2026-06-18 13:25:23.327874
2378,1167,Minor cash variance observed.,495,2026-06-18 13:25:23.327874
2379,1167,Cash verified successfully.,495,2026-06-18 13:25:23.327874
2380,1168,Manager approved closing balance.,539,2026-06-18 13:25:23.327874
2381,1168,Cash verified successfully.,539,2026-06-18 13:25:23.327874
2382,1168,Manager approved closing balance.,539,2026-06-18 13:25:23.327874
2383,1169,Closing completed without issues.,577,2026-06-18 13:25:23.327874
2384,1169,Variance investigated.,577,2026-06-18 13:25:23.327874
2385,1170,Cash deposited to bank.,608,2026-06-18 13:25:23.327874
2386,1170,Manager approved closing balance.,608,2026-06-18 13:25:23.327874
2387,1170,Closing completed without issues.,608,2026-06-18 13:25:23.327874
2388,1171,Cash deposited to bank.,616,2026-06-18 13:25:23.327874
2389,1172,Minor cash variance observed.,662,2026-06-18 13:25:23.327874
2390,1172,Cash verified successfully.,662,2026-06-18 13:25:23.327874
2391,1172,Closing completed without issues.,662,2026-06-18 13:25:23.327874
2392,1173,Cash deposited to bank.,703,2026-06-18 13:25:23.327874
2393,1173,Variance investigated.,703,2026-06-18 13:25:23.327874
2394,1174,Cash deposited to bank.,735,2026-06-18 13:25:23.327874
2395,1175,Daily reconciliation completed.,757,2026-06-18 13:25:23.327874
2396,1175,Minor cash variance observed.,757,2026-06-18 13:25:23.327874
2397,1175,Additional float added.,757,2026-06-18 13:25:23.327874
2398,1176,Variance investigated.,798,2026-06-18 13:25:23.327874
2399,1176,Closing completed without issues.,798,2026-06-18 13:25:23.327874
2400,1177,Additional float added.,850,2026-06-18 13:25:23.327874
2401,1178,Manager approved closing balance.,888,2026-06-18 13:25:23.327874
2402,1178,Closing completed without issues.,888,2026-06-18 13:25:23.327874
2403,1178,Manager approved closing balance.,888,2026-06-18 13:25:23.327874
2404,1179,Minor cash variance observed.,922,2026-06-18 13:25:23.327874
2405,1179,Daily reconciliation completed.,922,2026-06-18 13:25:23.327874
2406,1180,Minor cash variance observed.,939,2026-06-18 13:25:23.327874
2407,1180,PDQ totals reconciled.,939,2026-06-18 13:25:23.327874
2408,1180,Variance investigated.,939,2026-06-18 13:25:23.327874
2409,1181,Cash verified successfully.,963,2026-06-18 13:25:23.327874
2410,1182,PDQ totals reconciled.,1001,2026-06-18 13:25:23.327874
2411,1183,Additional float added.,1034,2026-06-18 13:25:23.327874
2412,1184,Customer refund processed.,1079,2026-06-18 13:25:23.327874
2413,1184,Manager approved closing balance.,1079,2026-06-18 13:25:23.327874
2414,1185,Cash verified successfully.,1103,2026-06-18 13:25:23.327874
2415,1186,Customer refund processed.,1123,2026-06-18 13:25:23.327874
2416,1186,PDQ totals reconciled.,1123,2026-06-18 13:25:23.327874
